run_number,alpha,sink_state_1,threshold_val,logistic,update_algorithm,num_nodes,percent_grammar_1,simulation_limit,initial_gamma,deterministic_gamma,gamma_sd,gamma_with_age,gamma_cost,initial_gamma_based_on_age,deterministic_age,cohort1_age,age_sd,percent_cohort2,cohort2_age,chance_listen_to_outgroup,cohort_based_grammar,c1_percent_grammar_1,c2_percent_grammar_1,step,mean_state_of_nodes,mean_age_of_nodes,graph_group
608,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00746544967195908,1013.4491206764366,Probabilistic (SD = 30)
611,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.16093346173665227,1012.2000468750708,Probabilistic (SD = 30)
607,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00499026930724761,1014.2769733483144,Probabilistic (SD = 30)
610,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.21485427701234153,1010.3402514447514,Probabilistic (SD = 30)
612,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.5076059988397517,1011.1374935496782,Probabilistic (SD = 30)
609,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.06951995634173651,1011.862964911617,Probabilistic (SD = 30)
613,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.9255346602472834,1012.0690795125532,Probabilistic (SD = 30)
614,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.991981527452534,1007.1597648135206,Probabilistic (SD = 30)
618,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00529453428898649,1000,Deterministic
615,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.989820577794573,1011.131172234449,Probabilistic (SD = 30)
616,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.9925031391815125,1017.1347429897894,Probabilistic (SD = 30)
619,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00675806783106495,1000,Deterministic
622,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.2005740841707811,1000,Deterministic
620,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.07277918367419214,1000,Deterministic
617,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00700607933907822,1000,Deterministic
624,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.90908454163115,1000,Deterministic
621,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.2454086198043947,1000,Deterministic
625,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.9923414120735388,1000,Deterministic
629,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00556517765551375,1030.243573985412,Probabilistic (SD = 50)
628,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00651417046735781,1014.347798632979,Probabilistic (SD = 50)
623,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00734662721805655,1000,Deterministic
627,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.9949891161293516,1000,Deterministic
630,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00661029961705233,1020.2730355849444,Probabilistic (SD = 50)
626,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.8476435782549355,1000,Deterministic
631,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00871201805808709,1021.0103630212368,Probabilistic (SD = 50)
632,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.07083570370714275,1016.8565445592204,Probabilistic (SD = 50)
633,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.5986428953260183,1013.6117139366664,Probabilistic (SD = 50)
638,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.994561129368448,1016.8248216602656,Probabilistic (SD = 50)
636,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.9937916821231604,1016.7297986093712,Probabilistic (SD = 50)
637,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.9911931155593864,1016.8375062452324,Probabilistic (SD = 50)
639,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.0080414551080758,1000,Deterministic
641,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00817293962166502,1000,Deterministic
635,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.8363045757568512,1021.1899597291986,Probabilistic (SD = 50)
640,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00583356803883926,1000,Deterministic
642,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00892438205188409,1000,Deterministic
634,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.6132992640484407,1020.372065213938,Probabilistic (SD = 50)
643,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.2388066945611565,1000,Deterministic
646,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.8652740799544869,1000,Deterministic
645,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.32584846757452485,1000,Deterministic
650,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00603398630021675,1028.5456851321903,Probabilistic (SD = 100)
647,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.782451485187477,1000,Deterministic
644,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.0063305477328356,1000,Deterministic
648,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.9323158404766724,1000,Deterministic
651,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00632802894242939,1027.3599551512707,Probabilistic (SD = 100)
652,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.18040093347808972,1050.33007115151,Probabilistic (SD = 100)
653,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.0060725660094577,1034.0448415115338,Probabilistic (SD = 100)
654,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00857476109345552,1036.1027247194004,Probabilistic (SD = 100)
649,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.9932709870032934,1000,Deterministic
655,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.2828897785446408,1047.6703442039202,Probabilistic (SD = 100)
656,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9312711953390466,1041.662399076366,Probabilistic (SD = 100)
658,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9039277814118652,1068.8912442176436,Probabilistic (SD = 100)
657,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.995018654011428,1019.445491557604,Probabilistic (SD = 100)
659,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9910195361356984,1043.9076228244849,Probabilistic (SD = 100)
661,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00832149702035608,1000,Deterministic
660,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9924024134652292,1051.462621998753,Probabilistic (SD = 100)
663,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00709795121551114,1000,Deterministic
668,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.9937957786143204,1000,Deterministic
662,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00539531494584456,1000,Deterministic
664,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.3498978100941394,1000,Deterministic
665,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00586352906083437,1000,Deterministic
666,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00628250136723909,1000,Deterministic
672,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00777099552068413,1012.6696062504594,Probabilistic (SD = 30)
667,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.8992192493838358,1000,Deterministic
670,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.9879901061359566,1000,Deterministic
671,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.994091407183188,1000,Deterministic
669,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.9926903553037066,1000,Deterministic
673,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00838596220911415,1015.2897691844672,Probabilistic (SD = 30)
677,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00881360471833928,1011.4002495310648,Probabilistic (SD = 30)
675,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.05736030981151672,1013.4115404034496,Probabilistic (SD = 30)
674,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00676331230752577,1006.0064113002236,Probabilistic (SD = 30)
679,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.6563182817137986,1011.6036536126863,Probabilistic (SD = 30)
676,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.10175205090337087,1012.2126826553704,Probabilistic (SD = 30)
678,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.2491139458166407,1014.231055543185,Probabilistic (SD = 30)
680,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.9291543355784944,1012.595123242939,Probabilistic (SD = 30)
681,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.9928955370309732,1009.8516419622664,Probabilistic (SD = 30)
684,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00958246438697067,1000,Deterministic
682,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.9912288152508988,1009.061883815309,Probabilistic (SD = 30)
685,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.01009001222759322,1000,Deterministic
688,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.08158196507411276,1000,Deterministic
686,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00686409054809899,1000,Deterministic
687,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.20110281352332257,1000,Deterministic
683,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.00872676527980001,1000,Deterministic
689,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.677251871605185,1000,Deterministic
690,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.9002796490056374,1000,Deterministic
691,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.91828651637517,1000,Deterministic
694,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00708868640972563,1017.0184855343102,Probabilistic (SD = 50)
695,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.09388629779836705,1018.4444497310616,Probabilistic (SD = 50)
692,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.9949182320955992,1000,Deterministic
693,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,50,0,200,1,FALSE,20,80,1000,0.9933941191767288,1000,Deterministic
697,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.0073110949116832,1014.573325799482,Probabilistic (SD = 50)
701,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.9931226140772642,1017.3848405425796,Probabilistic (SD = 50)
696,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00497595829623284,1021.6947283058814,Probabilistic (SD = 50)
698,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.00839306517010768,1023.3252185233456,Probabilistic (SD = 50)
699,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.21011543396451912,1015.9139169818044,Probabilistic (SD = 50)
702,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.9932233404870696,1024.6162018902555,Probabilistic (SD = 50)
705,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00756810188899756,1000,Deterministic
700,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.31682087339831927,1012.9430339052254,Probabilistic (SD = 50)
706,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00498580961537786,1000,Deterministic
707,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00857665541503254,1000,Deterministic
703,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.9911645518724564,1022.630059527871,Probabilistic (SD = 50)
704,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,50,0,200,1,FALSE,20,80,1000,0.99308638949022,1018.117266651762,Probabilistic (SD = 50)
709,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00914354241266576,1000,Deterministic
708,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.00572760752701047,1000,Deterministic
711,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.8830395202332131,1000,Deterministic
712,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.9302979405272204,1000,Deterministic
713,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.993669708824827,1000,Deterministic
710,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.09706488632836804,1000,Deterministic
715,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.9949613117815368,1000,Deterministic
718,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00954887467987996,1055.0404944068057,Probabilistic (SD = 100)
716,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00442318781969398,1041.2859949656083,Probabilistic (SD = 100)
719,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.053740495747313,1028.2818848782083,Probabilistic (SD = 100)
717,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00868932775575567,1030.492973328533,Probabilistic (SD = 100)
714,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,100,0,200,1,FALSE,20,80,1000,0.9913646443912923,1000,Deterministic
722,0,TRUE,0.3,TRUE,reward,40,50,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.4380886554460662,1025.2306505004094,Probabilistic (SD = 100)
721,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.3271227958330895,1044.0382876611227,Probabilistic (SD = 100)
723,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9256018240818504,1039.4842424625228,Probabilistic (SD = 100)
724,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9939075310954668,1039.0772181311504,Probabilistic (SD = 100)
720,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.00941353274777268,1030.600593826845,Probabilistic (SD = 100)
727,0,TRUE,0.3,TRUE,reward,40,10,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00924813229812348,1000,Deterministic
729,0,TRUE,0.3,TRUE,reward,40,30,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00621022169075856,1000,Deterministic
726,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9902992568795224,1048.844581770357,Probabilistic (SD = 100)
725,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,100,0,200,1,FALSE,20,80,1000,0.9940401687601343,1028.7842306475382,Probabilistic (SD = 100)
728,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.0062367383634866,1000,Deterministic
731,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.00752783340966303,1000,Deterministic
732,0,TRUE,0.3,TRUE,reward,40,45,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.27586126960751584,1000,Deterministic
730,0,TRUE,0.3,TRUE,reward,40,35,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.17206762582858756,1000,Deterministic
734,0,TRUE,0.3,TRUE,reward,40,60,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.7560424413621509,1000,Deterministic
737,0,TRUE,0.3,TRUE,reward,40,90,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.9920317562959824,1000,Deterministic
736,0,TRUE,0.3,TRUE,reward,40,80,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.9927959999593158,1000,Deterministic
739,0,TRUE,0.3,TRUE,reward,40,20,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.00456076964806455,1013.0679236940416,Probabilistic (SD = 30)
742,0,TRUE,0.3,TRUE,reward,40,40,1000,0.01,TRUE,0.01,decreases,1,TRUE,FALSE,0,30,0,200,1,FALSE,20,80,1000,0.14293611953519547,1010.591207355746,Probabilistic (SD = 30)
735,0,TRUE,0.3,TRUE,reward,40,70,1000,0.01,TRUE,0.01,decreases,1,TRUE,TRUE,0,30,0,200,1,FALSE,20,80,1000,0.9067270697528704,1000,Deterministic
