run_number,percent_cohort2,cohort2_age,percent_grammar_1,eq_step,max_steps,eq_percent
2184,35,50,45,126,1000,0.126
2185,35,50,50,80,1000,0.08
2186,35,50,60,87,1000,0.087
2187,35,50,70,63,1000,0.063
2188,35,50,80,105,1000,0.105
2189,35,50,90,62,1000,0.062
2190,50,50,10,65,1000,0.065
2191,50,50,20,92,1000,0.092
2192,50,50,30,95,1000,0.095
2193,50,50,35,104,1000,0.104
2194,50,50,40,129,1000,0.129
2195,50,50,45,67,1000,0.067
2196,50,50,50,115,1000,0.115
2197,50,50,60,179,1000,0.179
2198,50,50,70,154,1000,0.154
2199,50,50,80,78,1000,0.078
2200,50,50,90,43,1000,0.043
2201,65,50,10,92,1000,0.092
2202,65,50,20,93,1000,0.093
2203,65,50,30,100,1000,0.1
2204,65,50,35,122,1000,0.122
2205,65,50,40,176,1000,0.176
2206,65,50,45,465,1000,0.465
2207,65,50,50,138,1000,0.138
2208,65,50,60,147,1000,0.147
2209,65,50,70,94,1000,0.094
2210,65,50,80,102,1000,0.102
2211,65,50,90,65,1000,0.065
2212,75,50,10,56,1000,0.056
2213,75,50,20,727,1000,0.727
2214,75,50,30,85,1000,0.085
2215,75,50,35,114,1000,0.114
2216,75,50,40,153,1000,0.153
2217,75,50,45,155,1000,0.155
2218,75,50,50,157,1000,0.157
2219,75,50,60,98,1000,0.098
2220,75,50,70,96,1000,0.096
2221,75,50,80,502,1000,0.502
2222,75,50,90,62,1000,0.062
2223,90,50,10,49,1000,0.049
2224,90,50,20,75,1000,0.075
2225,90,50,30,136,1000,0.136
2226,90,50,35,123,1000,0.123
2227,90,50,40,101,1000,0.101
2228,90,50,45,101,1000,0.101
2229,90,50,50,56,1000,0.056
2230,90,50,60,0,1000,0
2231,90,50,70,91,1000,0.091
2232,90,50,80,109,1000,0.109
2233,90,50,90,52,1000,0.052
2234,10,150,10,46,1000,0.046
2235,10,150,20,69,1000,0.069
2236,10,150,30,126,1000,0.126
2237,10,150,35,34,1000,0.034
2238,10,150,40,66,1000,0.066
2239,10,150,45,77,1000,0.077
2240,10,150,50,108,1000,0.108
2241,10,150,60,12,1000,0.012
2242,10,150,70,827,1000,0.827
2243,10,150,80,69,1000,0.069
2244,10,150,90,98,1000,0.098
2245,20,150,10,58,1000,0.058
2246,20,150,20,90,1000,0.09
2247,20,150,30,58,1000,0.058
2248,20,150,35,114,1000,0.114
2249,20,150,40,179,1000,0.179
2250,20,150,45,119,1000,0.119
2251,20,150,50,55,1000,0.055
2252,20,150,60,111,1000,0.111
2253,20,150,70,87,1000,0.087
2254,20,150,80,64,1000,0.064
2255,20,150,90,62,1000,0.062
2256,35,150,10,53,1000,0.053
2257,35,150,20,88,1000,0.088
2258,35,150,30,98,1000,0.098
2259,35,150,35,100,1000,0.1
2260,35,150,40,52,1000,0.052
2261,35,150,45,133,1000,0.133
2262,35,150,50,122,1000,0.122
2263,35,150,60,146,1000,0.146
2264,35,150,70,116,1000,0.116
2265,35,150,80,117,1000,0.117
2266,35,150,90,77,1000,0.077
2267,50,150,10,57,1000,0.057
2268,50,150,20,85,1000,0.085
2269,50,150,30,195,1000,0.195
2270,50,150,35,108,1000,0.108
2271,50,150,40,185,1000,0.185
2272,50,150,45,111,1000,0.111
2273,50,150,50,153,1000,0.153
2274,50,150,60,39,1000,0.039
2275,50,150,70,112,1000,0.112
2276,50,150,80,104,1000,0.104
2277,50,150,90,80,1000,0.08
2278,65,150,10,52,1000,0.052
2279,65,150,20,113,1000,0.113
2280,65,150,30,366,1000,0.366
2281,65,150,35,108,1000,0.108
2282,65,150,40,245,1000,0.245
2283,65,150,45,197,1000,0.197
2284,65,150,50,170,1000,0.17
2285,65,150,60,201,1000,0.201
2286,65,150,70,103,1000,0.103
2287,65,150,80,590,1000,0.59
2288,65,150,90,73,1000,0.073
2289,75,150,10,63,1000,0.063
2290,75,150,20,90,1000,0.09
2291,75,150,30,102,1000,0.102
2292,75,150,35,96,1000,0.096
2293,75,150,40,112,1000,0.112
2294,75,150,45,276,1000,0.276
2295,75,150,50,282,1000,0.282
2296,75,150,60,124,1000,0.124
2297,75,150,70,116,1000,0.116
2298,75,150,80,62,1000,0.062
2299,75,150,90,111,1000,0.111
2300,90,150,10,59,1000,0.059
2301,90,150,20,125,1000,0.125
2302,90,150,30,331,1000,0.331
2303,90,150,35,122,1000,0.122
2304,90,150,40,220,1000,0.22
2305,90,150,45,692,1000,0.692
2306,90,150,50,100,1000,0.1
2307,90,150,60,50,1000,0.05
2308,90,150,70,7,1000,0.007
2309,90,150,80,84,1000,0.084
2310,90,150,90,79,1000,0.079
2311,10,300,10,58,1000,0.058
2312,10,300,20,43,1000,0.043
2313,10,300,30,93,1000,0.093
2314,10,300,35,88,1000,0.088
2315,10,300,40,268,1000,0.268
2316,10,300,45,151,1000,0.151
2317,10,300,50,471,1000,0.471
2318,10,300,60,150,1000,0.15
2319,10,300,70,149,1000,0.149
2320,10,300,80,79,1000,0.079
2321,10,300,90,53,1000,0.053
2322,20,300,10,50,1000,0.05
2323,20,300,20,62,1000,0.062
2324,20,300,30,126,1000,0.126
2325,20,300,35,144,1000,0.144
2326,20,300,40,38,1000,0.038
2327,20,300,45,212,1000,0.212
2328,20,300,50,15,1000,0.015
2329,20,300,60,155,1000,0.155
2330,20,300,70,100,1000,0.1
2331,20,300,80,96,1000,0.096
2332,20,300,90,56,1000,0.056
2333,35,300,10,72,1000,0.072
2334,35,300,20,125,1000,0.125
2335,35,300,30,140,1000,0.14
2336,35,300,35,119,1000,0.119
2337,35,300,40,528,1000,0.528
2338,35,300,45,201,1000,0.201
2339,35,300,50,0,1000,0
2340,35,300,60,163,1000,0.163
2341,35,300,70,121,1000,0.121
2342,35,300,80,169,1000,0.169
2343,35,300,90,58,1000,0.058
2344,50,300,10,78,1000,0.078
2345,50,300,20,77,1000,0.077
2346,50,300,30,114,1000,0.114
2347,50,300,35,116,1000,0.116
2348,50,300,40,188,1000,0.188
2349,50,300,45,41,1000,0.041
2350,50,300,50,65,1000,0.065
2351,50,300,60,162,1000,0.162
2352,50,300,70,565,1000,0.565
2353,50,300,80,136,1000,0.136
2354,50,300,90,64,1000,0.064
2355,65,300,10,64,1000,0.064
2356,65,300,20,80,1000,0.08
2357,65,300,30,120,1000,0.12
2358,65,300,35,146,1000,0.146
2359,65,300,40,128,1000,0.128
2360,65,300,45,86,1000,0.086
2361,65,300,50,85,1000,0.085
2362,65,300,60,127,1000,0.127
2363,65,300,70,126,1000,0.126
2364,65,300,80,106,1000,0.106
2365,65,300,90,65,1000,0.065
2366,75,300,10,67,1000,0.067
2367,75,300,20,105,1000,0.105
2368,75,300,30,124,1000,0.124
2369,75,300,35,118,1000,0.118
2370,75,300,40,39,1000,0.039
2371,75,300,45,21,1000,0.021
2372,75,300,50,701,1000,0.701
2373,75,300,60,126,1000,0.126
2374,75,300,70,210,1000,0.21
2375,75,300,80,92,1000,0.092
2376,75,300,90,74,1000,0.074
2377,90,300,10,64,1000,0.064
2378,90,300,20,12,1000,0.012
2379,90,300,30,115,1000,0.115
2380,90,300,35,145,1000,0.145
2381,90,300,40,128,1000,0.128
2382,90,300,45,140,1000,0.14
2383,90,300,50,101,1000,0.101
2384,90,300,60,227,1000,0.227
2385,90,300,70,132,1000,0.132
2386,90,300,80,105,1000,0.105
2387,90,300,90,72,1000,0.072
2388,10,500,10,64,1000,0.064
2389,10,500,20,84,1000,0.084
2390,10,500,30,81,1000,0.081
2391,10,500,35,136,1000,0.136
2392,10,500,40,28,1000,0.028
2393,10,500,45,507,1000,0.507
2394,10,500,50,111,1000,0.111
2395,10,500,60,83,1000,0.083
2396,10,500,70,128,1000,0.128
2397,10,500,80,77,1000,0.077
2398,10,500,90,61,1000,0.061
2399,20,500,10,62,1000,0.062
2400,20,500,20,95,1000,0.095
2401,20,500,30,123,1000,0.123
2402,20,500,35,107,1000,0.107
2403,20,500,40,493,1000,0.493
2404,20,500,45,34,1000,0.034
2405,20,500,50,212,1000,0.212
2406,20,500,60,98,1000,0.098
2407,20,500,70,97,1000,0.097
2408,20,500,80,195,1000,0.195
2409,20,500,90,63,1000,0.063
2410,35,500,10,63,1000,0.063
2411,35,500,20,104,1000,0.104
2412,35,500,30,192,1000,0.192
2413,35,500,35,128,1000,0.128
2414,35,500,40,149,1000,0.149
2415,35,500,45,122,1000,0.122
2416,35,500,50,57,1000,0.057
2417,35,500,60,93,1000,0.093
2418,35,500,70,109,1000,0.109
2419,35,500,80,82,1000,0.082
2420,35,500,90,126,1000,0.126
2421,50,500,10,64,1000,0.064
2422,50,500,20,109,1000,0.109
2423,50,500,30,160,1000,0.16
2424,50,500,35,152,1000,0.152
2425,50,500,40,135,1000,0.135
2426,50,500,45,222,1000,0.222
2427,50,500,50,153,1000,0.153
2428,50,500,60,462,1000,0.462
2429,50,500,70,99,1000,0.099
2430,50,500,80,97,1000,0.097
2431,50,500,90,70,1000,0.07
2432,65,500,10,55,1000,0.055
2433,65,500,20,60,1000,0.06
2434,65,500,30,148,1000,0.148
2435,65,500,35,120,1000,0.12
2436,65,500,40,643,1000,0.643
2437,65,500,45,580,1000,0.58
2438,65,500,50,25,1000,0.025
2439,65,500,60,444,1000,0.444
2440,65,500,70,181,1000,0.181
2441,65,500,80,102,1000,0.102
2442,65,500,90,95,1000,0.095
2443,75,500,10,73,1000,0.073
2444,75,500,20,102,1000,0.102
2445,75,500,30,173,1000,0.173
2446,75,500,35,184,1000,0.184
2447,75,500,40,199,1000,0.199
2448,75,500,45,190,1000,0.19
2449,75,500,50,365,1000,0.365
2450,75,500,60,122,1000,0.122
2451,75,500,70,366,1000,0.366
2452,75,500,80,111,1000,0.111
2453,75,500,90,89,1000,0.089
2454,90,500,10,76,1000,0.076
2455,90,500,20,130,1000,0.13
2456,90,500,30,151,1000,0.151
2457,90,500,35,133,1000,0.133
2458,90,500,40,147,1000,0.147
2459,90,500,45,317,1000,0.317
2460,90,500,50,90,1000,0.09
2461,90,500,60,169,1000,0.169
2462,90,500,70,154,1000,0.154
2463,90,500,80,111,1000,0.111
2464,90,500,90,75,1000,0.075
2465,10,50,10,64,1000,0.064
2466,10,50,20,94,1000,0.094
2467,10,50,30,79,1000,0.079
2468,10,50,35,150,1000,0.15
2469,10,50,40,479,1000,0.479
2470,10,50,45,291,1000,0.291
2471,10,50,50,137,1000,0.137
2472,10,50,60,325,1000,0.325
2473,10,50,70,95,1000,0.095
2474,10,50,80,105,1000,0.105
2475,10,50,90,61,1000,0.061
2476,20,50,10,63,1000,0.063
2477,20,50,20,84,1000,0.084
2478,20,50,30,113,1000,0.113
2479,20,50,35,84,1000,0.084
2480,20,50,40,155,1000,0.155
2481,20,50,45,788,1000,0.788
2482,20,50,50,0,1000,0
2483,20,50,60,268,1000,0.268
2484,20,50,70,36,1000,0.036
2485,20,50,80,91,1000,0.091
2486,20,50,90,59,1000,0.059
2487,35,50,10,72,1000,0.072
2488,35,50,20,76,1000,0.076
2489,35,50,30,23,1000,0.023
2490,35,50,35,104,1000,0.104
2491,35,50,40,96,1000,0.096
2492,35,50,45,102,1000,0.102
2493,35,50,50,142,1000,0.142
2494,35,50,60,144,1000,0.144
2495,35,50,70,357,1000,0.357
2496,35,50,80,110,1000,0.11
2497,35,50,90,73,1000,0.073
2498,50,50,10,73,1000,0.073
2499,50,50,20,85,1000,0.085
2500,50,50,30,136,1000,0.136
2501,50,50,35,109,1000,0.109
2502,50,50,40,70,1000,0.07
2503,50,50,45,210,1000,0.21
2504,50,50,50,41,1000,0.041
2505,50,50,60,0,1000,0
2506,50,50,70,124,1000,0.124
2507,50,50,80,73,1000,0.073
2508,50,50,90,58,1000,0.058
2509,65,50,10,70,1000,0.07
2510,65,50,20,108,1000,0.108
2511,65,50,30,115,1000,0.115
2512,65,50,35,145,1000,0.145
2513,65,50,40,198,1000,0.198
2514,65,50,45,52,1000,0.052
2515,65,50,50,238,1000,0.238
2516,65,50,60,101,1000,0.101
2517,65,50,70,96,1000,0.096
2518,65,50,80,105,1000,0.105
2519,65,50,90,56,1000,0.056
2520,75,50,10,72,1000,0.072
2521,75,50,20,84,1000,0.084
2522,75,50,30,121,1000,0.121
2523,75,50,35,158,1000,0.158
2524,75,50,40,128,1000,0.128
2525,75,50,45,133,1000,0.133
2526,75,50,50,114,1000,0.114
2527,75,50,60,64,1000,0.064
2528,75,50,70,101,1000,0.101
2529,75,50,80,80,1000,0.08
2530,75,50,90,68,1000,0.068
2531,90,50,10,88,1000,0.088
2532,90,50,20,96,1000,0.096
2533,90,50,30,93,1000,0.093
2534,90,50,35,117,1000,0.117
2535,90,50,40,131,1000,0.131
2536,90,50,45,140,1000,0.14
2537,90,50,50,43,1000,0.043
2538,90,50,60,140,1000,0.14
2539,90,50,70,91,1000,0.091
2540,90,50,80,74,1000,0.074
2541,90,50,90,52,1000,0.052
2542,10,150,10,67,1000,0.067
2543,10,150,20,157,1000,0.157
2544,10,150,30,99,1000,0.099
2545,10,150,35,182,1000,0.182
2546,10,150,40,126,1000,0.126
2547,10,150,45,116,1000,0.116
2548,10,150,50,658,1000,0.658
2549,10,150,60,104,1000,0.104
2550,10,150,70,228,1000,0.228
2551,10,150,80,103,1000,0.103
2552,10,150,90,45,1000,0.045
2553,20,150,10,50,1000,0.05
2554,20,150,20,123,1000,0.123
2555,20,150,30,106,1000,0.106
2556,20,150,35,137,1000,0.137
2557,20,150,40,137,1000,0.137
2558,20,150,45,253,1000,0.253
2559,20,150,50,190,1000,0.19
2560,20,150,60,502,1000,0.502
2561,20,150,70,85,1000,0.085
2562,20,150,80,71,1000,0.071
2563,20,150,90,51,1000,0.051
2564,35,150,10,62,1000,0.062
2565,35,150,20,86,1000,0.086
2566,35,150,30,113,1000,0.113
2567,35,150,35,97,1000,0.097
2568,35,150,40,102,1000,0.102
2569,35,150,45,129,1000,0.129
2570,35,150,50,23,1000,0.023
2571,35,150,60,111,1000,0.111
2572,35,150,70,116,1000,0.116
2573,35,150,80,76,1000,0.076
2574,35,150,90,59,1000,0.059
2575,50,150,10,66,1000,0.066
2576,50,150,20,99,1000,0.099
2577,50,150,30,119,1000,0.119
2578,50,150,35,186,1000,0.186
2579,50,150,40,94,1000,0.094
2580,50,150,45,587,1000,0.587
2581,50,150,50,206,1000,0.206
2582,50,150,60,317,1000,0.317
2583,50,150,70,105,1000,0.105
2584,50,150,80,71,1000,0.071
2585,50,150,90,63,1000,0.063
2586,65,150,10,61,1000,0.061
2587,65,150,20,89,1000,0.089
2588,65,150,30,65,1000,0.065
2589,65,150,35,249,1000,0.249
2590,65,150,40,165,1000,0.165
2591,65,150,45,334,1000,0.334
2592,65,150,50,117,1000,0.117
2593,65,150,60,187,1000,0.187
2594,65,150,70,253,1000,0.253
2595,65,150,80,101,1000,0.101
2596,65,150,90,61,1000,0.061
2597,75,150,10,58,1000,0.058
2598,75,150,20,87,1000,0.087
2599,75,150,30,126,1000,0.126
2600,75,150,35,143,1000,0.143
2601,75,150,40,110,1000,0.11
2602,75,150,45,246,1000,0.246
2603,75,150,50,50,1000,0.05
2604,75,150,60,85,1000,0.085
2605,75,150,70,101,1000,0.101
2606,75,150,80,89,1000,0.089
2607,75,150,90,50,1000,0.05
2608,90,150,10,106,1000,0.106
2609,90,150,20,111,1000,0.111
2610,90,150,30,132,1000,0.132
2611,90,150,35,0,1000,0
2612,90,150,40,66,1000,0.066
2613,90,150,45,78,1000,0.078
2614,90,150,50,392,1000,0.392
2615,90,150,60,7,1000,0.007
2616,90,150,70,103,1000,0.103
2617,90,150,80,86,1000,0.086
2618,90,150,90,80,1000,0.08
2619,10,300,10,80,1000,0.08
2620,10,300,20,70,1000,0.07
2621,10,300,30,102,1000,0.102
2622,10,300,35,43,1000,0.043
2623,10,300,40,503,1000,0.503
2624,10,300,45,48,1000,0.048
2625,10,300,50,140,1000,0.14
2626,10,300,60,163,1000,0.163
2627,10,300,70,101,1000,0.101
2628,10,300,80,91,1000,0.091
2629,10,300,90,71,1000,0.071
2630,20,300,10,63,1000,0.063
2631,20,300,20,92,1000,0.092
2632,20,300,30,36,1000,0.036
2633,20,300,35,85,1000,0.085
2634,20,300,40,88,1000,0.088
2635,20,300,45,579,1000,0.579
2636,20,300,50,97,1000,0.097
2637,20,300,60,134,1000,0.134
2638,20,300,70,183,1000,0.183
2639,20,300,80,91,1000,0.091
2640,20,300,90,51,1000,0.051
2641,35,300,10,54,1000,0.054
2642,35,300,20,104,1000,0.104
2643,35,300,30,364,1000,0.364
2644,35,300,35,105,1000,0.105
2645,35,300,40,153,1000,0.153
2646,35,300,45,102,1000,0.102
2647,35,300,50,361,1000,0.361
2648,35,300,60,35,1000,0.035
2649,35,300,70,99,1000,0.099
2650,35,300,80,81,1000,0.081
2651,35,300,90,65,1000,0.065
2652,50,300,10,64,1000,0.064
2653,50,300,20,88,1000,0.088
2654,50,300,30,78,1000,0.078
2655,50,300,35,131,1000,0.131
2656,50,300,40,137,1000,0.137
2657,50,300,45,119,1000,0.119
2658,50,300,50,148,1000,0.148
2659,50,300,60,159,1000,0.159
2660,50,300,70,146,1000,0.146
2661,50,300,80,123,1000,0.123
2662,50,300,90,54,1000,0.054
2663,65,300,10,77,1000,0.077
2664,65,300,20,110,1000,0.11
2665,65,300,30,107,1000,0.107
2666,65,300,35,136,1000,0.136
2667,65,300,40,179,1000,0.179
2668,65,300,45,136,1000,0.136
2669,65,300,50,30,1000,0.03
2670,65,300,60,150,1000,0.15
2671,65,300,70,240,1000,0.24
2672,65,300,80,103,1000,0.103
2673,65,300,90,55,1000,0.055
2674,75,300,10,65,1000,0.065
2675,75,300,20,101,1000,0.101
2676,75,300,30,100,1000,0.1
2677,75,300,35,151,1000,0.151
2678,75,300,40,508,1000,0.508
2679,75,300,45,732,1000,0.732
2680,75,300,50,229,1000,0.229
2681,75,300,60,160,1000,0.16
2682,75,300,70,76,1000,0.076
2683,75,300,80,108,1000,0.108
2684,75,300,90,62,1000,0.062
2685,90,300,10,74,1000,0.074
2686,90,300,20,90,1000,0.09
2687,90,300,30,142,1000,0.142
2688,90,300,35,118,1000,0.118
2689,90,300,40,30,1000,0.03
2690,90,300,45,164,1000,0.164
2691,90,300,50,191,1000,0.191
2692,90,300,60,54,1000,0.054
2693,90,300,70,146,1000,0.146
2694,90,300,80,90,1000,0.09
2695,90,300,90,66,1000,0.066
2696,10,500,10,60,1000,0.06
2697,10,500,20,65,1000,0.065
2698,10,500,30,372,1000,0.372
2699,10,500,35,120,1000,0.12
2700,10,500,40,564,1000,0.564
2701,10,500,45,434,1000,0.434
2702,10,500,50,233,1000,0.233
2703,10,500,60,159,1000,0.159
2704,10,500,70,94,1000,0.094
2705,10,500,80,68,1000,0.068
2706,10,500,90,57,1000,0.057
2707,20,500,10,59,1000,0.059
2708,20,500,20,79,1000,0.079
2709,20,500,30,127,1000,0.127
2710,20,500,35,51,1000,0.051
2711,20,500,40,302,1000,0.302
2712,20,500,45,159,1000,0.159
2713,20,500,50,28,1000,0.028
2714,20,500,60,381,1000,0.381
2715,20,500,70,98,1000,0.098
2716,20,500,80,110,1000,0.11
2717,20,500,90,66,1000,0.066
2718,35,500,10,53,1000,0.053
2719,35,500,20,83,1000,0.083
2720,35,500,30,111,1000,0.111
2721,35,500,35,139,1000,0.139
2722,35,500,40,165,1000,0.165
2723,35,500,45,61,1000,0.061
2724,35,500,50,115,1000,0.115
2725,35,500,60,137,1000,0.137
2726,35,500,70,96,1000,0.096
2727,35,500,80,91,1000,0.091
2728,35,500,90,76,1000,0.076
2729,50,500,10,56,1000,0.056
2730,50,500,20,95,1000,0.095
2731,50,500,30,138,1000,0.138
2732,50,500,35,122,1000,0.122
2733,50,500,40,335,1000,0.335
2734,50,500,45,766,1000,0.766
2735,50,500,50,1,1000,0.001
2736,50,500,60,10,1000,0.01
2737,50,500,70,159,1000,0.159
2738,50,500,80,91,1000,0.091
2739,50,500,90,96,1000,0.096
2740,65,500,10,76,1000,0.076
2741,65,500,20,61,1000,0.061
2742,65,500,30,124,1000,0.124
2743,65,500,35,150,1000,0.15
2744,65,500,40,170,1000,0.17
2745,65,500,45,242,1000,0.242
2746,65,500,50,8,1000,0.008
2747,65,500,60,140,1000,0.14
2748,65,500,70,144,1000,0.144
2749,65,500,80,183,1000,0.183
2750,65,500,90,161,1000,0.161
2751,75,500,10,64,1000,0.064
2752,75,500,20,63,1000,0.063
2753,75,500,30,157,1000,0.157
2754,75,500,35,138,1000,0.138
2755,75,500,40,229,1000,0.229
2756,75,500,45,182,1000,0.182
2757,75,500,50,36,1000,0.036
2758,75,500,60,227,1000,0.227
2759,75,500,70,115,1000,0.115
2760,75,500,80,105,1000,0.105
2761,75,500,90,88,1000,0.088
2762,90,500,10,109,1000,0.109
2763,90,500,20,131,1000,0.131
2764,90,500,30,140,1000,0.14
2765,90,500,35,232,1000,0.232
2766,90,500,40,377,1000,0.377
2767,90,500,45,153,1000,0.153
2768,90,500,50,169,1000,0.169
2769,90,500,60,170,1000,0.17
2770,90,500,70,172,1000,0.172
2771,90,500,80,189,1000,0.189
2772,90,500,90,74,1000,0.074
2773,10,50,10,51,1000,0.051
2774,10,50,20,106,1000,0.106
2775,10,50,30,98,1000,0.098
2776,10,50,35,123,1000,0.123
2777,10,50,40,162,1000,0.162
2778,10,50,45,138,1000,0.138
2779,10,50,50,245,1000,0.245
2780,10,50,60,98,1000,0.098
2781,10,50,70,153,1000,0.153
2782,10,50,80,73,1000,0.073
2783,10,50,90,49,1000,0.049
2784,20,50,10,58,1000,0.058
2785,20,50,20,80,1000,0.08
2786,20,50,30,128,1000,0.128
2787,20,50,35,15,1000,0.015
2788,20,50,40,658,1000,0.658
2789,20,50,45,267,1000,0.267
2790,20,50,50,144,1000,0.144
2791,20,50,60,126,1000,0.126
2792,20,50,70,104,1000,0.104
2793,20,50,80,89,1000,0.089
2794,20,50,90,47,1000,0.047
2795,35,50,10,61,1000,0.061
2796,35,50,20,75,1000,0.075
2797,35,50,30,109,1000,0.109
2798,35,50,35,200,1000,0.2
2799,35,50,40,141,1000,0.141
2800,35,50,45,141,1000,0.141
2801,35,50,50,115,1000,0.115
2802,35,50,60,132,1000,0.132
2803,35,50,70,16,1000,0.016
2804,35,50,80,79,1000,0.079
2805,35,50,90,18,1000,0.018
2806,50,50,10,46,1000,0.046
2807,50,50,20,66,1000,0.066
2808,50,50,30,126,1000,0.126
2809,50,50,35,132,1000,0.132
2810,50,50,40,189,1000,0.189
2811,50,50,45,496,1000,0.496
2812,50,50,50,159,1000,0.159
2813,50,50,60,159,1000,0.159
2814,50,50,70,84,1000,0.084
2815,50,50,80,69,1000,0.069
2816,50,50,90,47,1000,0.047
2817,65,50,10,73,1000,0.073
2818,65,50,20,319,1000,0.319
2819,65,50,30,450,1000,0.45
2820,65,50,35,87,1000,0.087
2821,65,50,40,142,1000,0.142
2822,65,50,45,151,1000,0.151
2823,65,50,50,180,1000,0.18
2824,65,50,60,117,1000,0.117
2825,65,50,70,117,1000,0.117
2826,65,50,80,107,1000,0.107
2827,65,50,90,59,1000,0.059
2828,75,50,10,39,1000,0.039
2829,75,50,20,148,1000,0.148
2830,75,50,30,88,1000,0.088
2831,75,50,35,162,1000,0.162
2832,75,50,40,118,1000,0.118
2833,75,50,45,69,1000,0.069
2834,75,50,50,86,1000,0.086
2835,75,50,60,326,1000,0.326
2836,75,50,70,113,1000,0.113
2837,75,50,80,77,1000,0.077
2838,75,50,90,67,1000,0.067
2839,90,50,10,59,1000,0.059
2840,90,50,20,135,1000,0.135
2841,90,50,30,102,1000,0.102
2842,90,50,35,38,1000,0.038
2843,90,50,40,111,1000,0.111
2844,90,50,45,123,1000,0.123
2845,90,50,50,328,1000,0.328
2846,90,50,60,114,1000,0.114
2847,90,50,70,297,1000,0.297
2848,90,50,80,87,1000,0.087
2849,90,50,90,65,1000,0.065
2850,10,150,10,138,1000,0.138
2851,10,150,20,95,1000,0.095
2852,10,150,30,79,1000,0.079
2853,10,150,35,349,1000,0.349
2854,10,150,40,176,1000,0.176
2855,10,150,45,117,1000,0.117
2856,10,150,50,433,1000,0.433
2857,10,150,60,130,1000,0.13
2858,10,150,70,197,1000,0.197
2859,10,150,80,76,1000,0.076
2860,10,150,90,71,1000,0.071
2861,20,150,10,51,1000,0.051
2862,20,150,20,91,1000,0.091
2863,20,150,30,107,1000,0.107
2864,20,150,35,70,1000,0.07
2865,20,150,40,194,1000,0.194
2866,20,150,45,55,1000,0.055
2867,20,150,50,128,1000,0.128
2868,20,150,60,206,1000,0.206
2869,20,150,70,102,1000,0.102
2870,20,150,80,136,1000,0.136
2871,20,150,90,59,1000,0.059
2872,35,150,10,58,1000,0.058
2873,35,150,20,84,1000,0.084
2874,35,150,30,120,1000,0.12
2875,35,150,35,148,1000,0.148
2876,35,150,40,85,1000,0.085
2877,35,150,45,201,1000,0.201
2878,35,150,50,139,1000,0.139
2879,35,150,60,486,1000,0.486
2880,35,150,70,89,1000,0.089
2881,35,150,80,92,1000,0.092
2882,35,150,90,73,1000,0.073
2883,50,150,10,75,1000,0.075
2884,50,150,20,113,1000,0.113
2885,50,150,30,138,1000,0.138
2886,50,150,35,139,1000,0.139
2887,50,150,40,166,1000,0.166
2888,50,150,45,72,1000,0.072
2889,50,150,50,0,1000,0
2890,50,150,60,112,1000,0.112
2891,50,150,70,58,1000,0.058
2892,50,150,80,249,1000,0.249
2893,50,150,90,64,1000,0.064
2894,65,150,10,61,1000,0.061
2895,65,150,20,126,1000,0.126
2896,65,150,30,93,1000,0.093
2897,65,150,35,137,1000,0.137
2898,65,150,40,126,1000,0.126
2899,65,150,45,174,1000,0.174
2900,65,150,50,16,1000,0.016
2901,65,150,60,33,1000,0.033
2902,65,150,70,111,1000,0.111
2903,65,150,80,151,1000,0.151
2904,65,150,90,46,1000,0.046
2905,75,150,10,87,1000,0.087
2906,75,150,20,71,1000,0.071
2907,75,150,30,25,1000,0.025
2908,75,150,35,139,1000,0.139
2909,75,150,40,143,1000,0.143
2910,75,150,45,172,1000,0.172
2911,75,150,50,150,1000,0.15
2912,75,150,60,98,1000,0.098
2913,75,150,70,119,1000,0.119
2914,75,150,80,78,1000,0.078
2915,75,150,90,63,1000,0.063
2916,90,150,10,69,1000,0.069
2917,90,150,20,94,1000,0.094
2918,90,150,30,122,1000,0.122
2919,90,150,35,231,1000,0.231
2920,90,150,40,104,1000,0.104
2921,90,150,45,31,1000,0.031
2922,90,150,50,90,1000,0.09
2923,90,150,60,90,1000,0.09
2924,90,150,70,124,1000,0.124
2925,90,150,80,78,1000,0.078
2926,90,150,90,80,1000,0.08
2927,10,300,10,59,1000,0.059
2928,10,300,20,111,1000,0.111
2929,10,300,30,99,1000,0.099
2930,10,300,35,614,1000,0.614
2931,10,300,40,139,1000,0.139
2932,10,300,45,118,1000,0.118
2933,10,300,50,4,1000,0.004
2934,10,300,60,76,1000,0.076
2935,10,300,70,120,1000,0.12
2936,10,300,80,91,1000,0.091
2937,10,300,90,40,1000,0.04
2938,20,300,10,62,1000,0.062
2939,20,300,20,41,1000,0.041
2940,20,300,30,107,1000,0.107
2941,20,300,35,423,1000,0.423
2942,20,300,40,63,1000,0.063
2943,20,300,45,148,1000,0.148
2944,20,300,50,139,1000,0.139
2945,20,300,60,155,1000,0.155
2946,20,300,70,94,1000,0.094
2947,20,300,80,77,1000,0.077
2948,20,300,90,63,1000,0.063
2949,35,300,10,65,1000,0.065
2950,35,300,20,111,1000,0.111
2951,35,300,30,112,1000,0.112
2952,35,300,35,145,1000,0.145
2953,35,300,40,13,1000,0.013
2954,35,300,45,130,1000,0.13
2955,35,300,50,22,1000,0.022
2956,35,300,60,179,1000,0.179
2957,35,300,70,59,1000,0.059
2958,35,300,80,89,1000,0.089
2959,35,300,90,58,1000,0.058
