run_number,percent_cohort2,cohort2_age,percent_grammar_1,eq_step,max_steps,eq_percent
1,10,50,10,56,1000,0.056
2,10,50,20,71,1000,0.071
3,10,50,30,135,1000,0.135
4,10,50,35,136,1000,0.136
5,10,50,40,557,1000,0.557
6,10,50,45,399,1000,0.399
7,10,50,50,79,1000,0.079
8,10,50,60,102,1000,0.102
9,10,50,70,104,1000,0.104
10,10,50,80,68,1000,0.068
11,10,50,90,45,1000,0.045
12,20,50,10,66,1000,0.066
13,20,50,20,87,1000,0.087
14,20,50,30,150,1000,0.15
15,20,50,35,109,1000,0.109
16,20,50,40,119,1000,0.119
17,20,50,45,165,1000,0.165
18,20,50,50,112,1000,0.112
19,20,50,60,241,1000,0.241
20,20,50,70,116,1000,0.116
21,20,50,80,70,1000,0.07
22,20,50,90,62,1000,0.062
23,35,50,10,67,1000,0.067
24,35,50,20,146,1000,0.146
25,35,50,30,388,1000,0.388
26,35,50,35,133,1000,0.133
27,35,50,40,27,1000,0.027
28,35,50,45,114,1000,0.114
29,35,50,50,725,1000,0.725
30,35,50,60,85,1000,0.085
31,35,50,70,56,1000,0.056
32,35,50,80,76,1000,0.076
33,35,50,90,64,1000,0.064
34,50,50,10,58,1000,0.058
35,50,50,20,80,1000,0.08
36,50,50,30,189,1000,0.189
37,50,50,35,142,1000,0.142
38,50,50,40,50,1000,0.05
39,50,50,45,155,1000,0.155
40,50,50,50,154,1000,0.154
41,50,50,60,161,1000,0.161
42,50,50,70,93,1000,0.093
43,50,50,80,67,1000,0.067
44,50,50,90,56,1000,0.056
45,65,50,10,47,1000,0.047
46,65,50,20,90,1000,0.09
47,65,50,30,109,1000,0.109
48,65,50,35,94,1000,0.094
49,65,50,40,98,1000,0.098
50,65,50,45,226,1000,0.226
51,65,50,50,155,1000,0.155
52,65,50,60,115,1000,0.115
53,65,50,70,102,1000,0.102
54,65,50,80,71,1000,0.071
55,65,50,90,43,1000,0.043
56,75,50,10,63,1000,0.063
57,75,50,20,106,1000,0.106
58,75,50,30,87,1000,0.087
59,75,50,35,151,1000,0.151
60,75,50,40,130,1000,0.13
61,75,50,45,109,1000,0.109
62,75,50,50,276,1000,0.276
63,75,50,60,160,1000,0.16
64,75,50,70,284,1000,0.284
65,75,50,80,94,1000,0.094
66,75,50,90,52,1000,0.052
67,90,50,10,63,1000,0.063
68,90,50,20,122,1000,0.122
69,90,50,30,90,1000,0.09
70,90,50,35,119,1000,0.119
71,90,50,40,85,1000,0.085
72,90,50,45,151,1000,0.151
73,90,50,50,120,1000,0.12
74,90,50,60,0,1000,0
75,90,50,70,116,1000,0.116
76,90,50,80,81,1000,0.081
77,90,50,90,60,1000,0.06
78,10,150,10,51,1000,0.051
79,10,150,20,153,1000,0.153
80,10,150,30,55,1000,0.055
81,10,150,35,155,1000,0.155
82,10,150,40,147,1000,0.147
83,10,150,45,116,1000,0.116
84,10,150,50,124,1000,0.124
85,10,150,60,139,1000,0.139
86,10,150,70,95,1000,0.095
87,10,150,80,68,1000,0.068
88,10,150,90,62,1000,0.062
89,20,150,10,72,1000,0.072
90,20,150,20,90,1000,0.09
91,20,150,30,113,1000,0.113
92,20,150,35,132,1000,0.132
93,20,150,40,309,1000,0.309
94,20,150,45,108,1000,0.108
95,20,150,50,903,1000,0.903
96,20,150,60,155,1000,0.155
97,20,150,70,157,1000,0.157
98,20,150,80,110,1000,0.11
99,20,150,90,95,1000,0.095
100,35,150,10,57,1000,0.057
101,35,150,20,84,1000,0.084
102,35,150,30,98,1000,0.098
103,35,150,35,52,1000,0.052
104,35,150,40,48,1000,0.048
105,35,150,45,283,1000,0.283
106,35,150,50,173,1000,0.173
107,35,150,60,114,1000,0.114
108,35,150,70,122,1000,0.122
109,35,150,80,75,1000,0.075
110,35,150,90,80,1000,0.08
111,50,150,10,45,1000,0.045
112,50,150,20,115,1000,0.115
113,50,150,30,96,1000,0.096
114,50,150,35,140,1000,0.14
115,50,150,40,142,1000,0.142
116,50,150,45,157,1000,0.157
117,50,150,50,17,1000,0.017
118,50,150,60,165,1000,0.165
119,50,150,70,117,1000,0.117
120,50,150,80,57,1000,0.057
121,50,150,90,68,1000,0.068
122,65,150,10,67,1000,0.067
123,65,150,20,103,1000,0.103
124,65,150,30,102,1000,0.102
125,65,150,35,97,1000,0.097
126,65,150,40,140,1000,0.14
127,65,150,45,57,1000,0.057
128,65,150,50,118,1000,0.118
129,65,150,60,112,1000,0.112
130,65,150,70,104,1000,0.104
131,65,150,80,100,1000,0.1
132,65,150,90,61,1000,0.061
133,75,150,10,64,1000,0.064
134,75,150,20,91,1000,0.091
135,75,150,30,95,1000,0.095
136,75,150,35,226,1000,0.226
137,75,150,40,218,1000,0.218
138,75,150,45,79,1000,0.079
139,75,150,50,105,1000,0.105
140,75,150,60,136,1000,0.136
141,75,150,70,89,1000,0.089
142,75,150,80,94,1000,0.094
143,75,150,90,146,1000,0.146
144,90,150,10,63,1000,0.063
145,90,150,20,100,1000,0.1
146,90,150,30,452,1000,0.452
147,90,150,35,93,1000,0.093
148,90,150,40,139,1000,0.139
149,90,150,45,109,1000,0.109
150,90,150,50,479,1000,0.479
151,90,150,60,120,1000,0.12
152,90,150,70,138,1000,0.138
153,90,150,80,97,1000,0.097
154,90,150,90,69,1000,0.069
155,10,300,10,77,1000,0.077
156,10,300,20,89,1000,0.089
157,10,300,30,106,1000,0.106
158,10,300,35,105,1000,0.105
159,10,300,40,21,1000,0.021
160,10,300,45,166,1000,0.166
161,10,300,50,154,1000,0.154
162,10,300,60,136,1000,0.136
163,10,300,70,105,1000,0.105
164,10,300,80,5,1000,0.005
165,10,300,90,44,1000,0.044
166,20,300,10,71,1000,0.071
167,20,300,20,88,1000,0.088
168,20,300,30,116,1000,0.116
169,20,300,35,3,1000,0.003
170,20,300,40,112,1000,0.112
171,20,300,45,0,1000,0
172,20,300,50,248,1000,0.248
173,20,300,60,74,1000,0.074
174,20,300,70,92,1000,0.092
175,20,300,80,90,1000,0.09
176,20,300,90,59,1000,0.059
177,35,300,10,85,1000,0.085
178,35,300,20,88,1000,0.088
179,35,300,30,103,1000,0.103
180,35,300,35,79,1000,0.079
181,35,300,40,70,1000,0.07
182,35,300,45,119,1000,0.119
183,35,300,50,34,1000,0.034
184,35,300,60,67,1000,0.067
185,35,300,70,102,1000,0.102
186,35,300,80,84,1000,0.084
187,35,300,90,67,1000,0.067
188,50,300,10,62,1000,0.062
189,50,300,20,52,1000,0.052
190,50,300,30,87,1000,0.087
191,50,300,35,54,1000,0.054
192,50,300,40,280,1000,0.28
193,50,300,45,380,1000,0.38
194,50,300,50,102,1000,0.102
195,50,300,60,139,1000,0.139
196,50,300,70,106,1000,0.106
197,50,300,80,121,1000,0.121
198,50,300,90,73,1000,0.073
199,65,300,10,59,1000,0.059
200,65,300,20,87,1000,0.087
201,65,300,30,175,1000,0.175
202,65,300,35,121,1000,0.121
203,65,300,40,143,1000,0.143
204,65,300,45,172,1000,0.172
205,65,300,50,436,1000,0.436
206,65,300,60,141,1000,0.141
207,65,300,70,138,1000,0.138
208,65,300,80,118,1000,0.118
209,65,300,90,75,1000,0.075
210,75,300,10,65,1000,0.065
211,75,300,20,103,1000,0.103
212,75,300,30,123,1000,0.123
213,75,300,35,81,1000,0.081
214,75,300,40,50,1000,0.05
215,75,300,45,141,1000,0.141
216,75,300,50,190,1000,0.19
217,75,300,60,391,1000,0.391
218,75,300,70,95,1000,0.095
219,75,300,80,44,1000,0.044
220,75,300,90,51,1000,0.051
221,90,300,10,67,1000,0.067
222,90,300,20,132,1000,0.132
223,90,300,30,88,1000,0.088
224,90,300,35,130,1000,0.13
225,90,300,40,116,1000,0.116
226,90,300,45,143,1000,0.143
227,90,300,50,273,1000,0.273
228,90,300,60,124,1000,0.124
229,90,300,70,741,1000,0.741
230,90,300,80,146,1000,0.146
231,90,300,90,83,1000,0.083
232,10,500,10,65,1000,0.065
233,10,500,20,98,1000,0.098
234,10,500,30,277,1000,0.277
235,10,500,35,112,1000,0.112
236,10,500,40,135,1000,0.135
237,10,500,45,93,1000,0.093
238,10,500,50,117,1000,0.117
239,10,500,60,39,1000,0.039
240,10,500,70,83,1000,0.083
241,10,500,80,66,1000,0.066
242,10,500,90,52,1000,0.052
243,20,500,10,53,1000,0.053
244,20,500,20,76,1000,0.076
245,20,500,30,130,1000,0.13
246,20,500,35,27,1000,0.027
247,20,500,40,109,1000,0.109
248,20,500,45,132,1000,0.132
249,20,500,50,82,1000,0.082
250,20,500,60,97,1000,0.097
251,20,500,70,105,1000,0.105
252,20,500,80,65,1000,0.065
253,20,500,90,52,1000,0.052
254,35,500,10,83,1000,0.083
255,35,500,20,73,1000,0.073
256,35,500,30,152,1000,0.152
257,35,500,35,100,1000,0.1
258,35,500,40,340,1000,0.34
259,35,500,45,111,1000,0.111
260,35,500,50,181,1000,0.181
261,35,500,60,15,1000,0.015
262,35,500,70,95,1000,0.095
263,35,500,80,170,1000,0.17
264,35,500,90,70,1000,0.07
265,50,500,10,202,1000,0.202
266,50,500,20,88,1000,0.088
267,50,500,30,139,1000,0.139
268,50,500,35,40,1000,0.04
269,50,500,40,157,1000,0.157
270,50,500,45,157,1000,0.157
271,50,500,50,68,1000,0.068
272,50,500,60,115,1000,0.115
273,50,500,70,69,1000,0.069
274,50,500,80,117,1000,0.117
275,50,500,90,95,1000,0.095
276,65,500,10,78,1000,0.078
277,65,500,20,82,1000,0.082
278,65,500,30,162,1000,0.162
279,65,500,35,212,1000,0.212
280,65,500,40,168,1000,0.168
281,65,500,45,337,1000,0.337
282,65,500,50,178,1000,0.178
283,65,500,60,154,1000,0.154
284,65,500,70,170,1000,0.17
285,65,500,80,148,1000,0.148
286,65,500,90,80,1000,0.08
287,75,500,10,90,1000,0.09
288,75,500,20,294,1000,0.294
289,75,500,30,154,1000,0.154
290,75,500,35,169,1000,0.169
291,75,500,40,138,1000,0.138
292,75,500,45,170,1000,0.17
293,75,500,50,12,1000,0.012
294,75,500,60,159,1000,0.159
295,75,500,70,426,1000,0.426
296,75,500,80,109,1000,0.109
297,75,500,90,61,1000,0.061
298,90,500,10,76,1000,0.076
299,90,500,20,116,1000,0.116
300,90,500,30,139,1000,0.139
301,90,500,35,160,1000,0.16
302,90,500,40,390,1000,0.39
303,90,500,45,218,1000,0.218
304,90,500,50,303,1000,0.303
305,90,500,60,402,1000,0.402
306,90,500,70,152,1000,0.152
307,90,500,80,120,1000,0.12
308,90,500,90,131,1000,0.131
309,10,50,10,62,1000,0.062
310,10,50,20,102,1000,0.102
311,10,50,30,87,1000,0.087
312,10,50,35,88,1000,0.088
313,10,50,40,15,1000,0.015
314,10,50,45,162,1000,0.162
315,10,50,50,766,1000,0.766
316,10,50,60,85,1000,0.085
317,10,50,70,105,1000,0.105
318,10,50,80,82,1000,0.082
319,10,50,90,59,1000,0.059
320,20,50,10,60,1000,0.06
321,20,50,20,82,1000,0.082
322,20,50,30,97,1000,0.097
323,20,50,35,104,1000,0.104
324,20,50,40,120,1000,0.12
325,20,50,45,0,1000,0
326,20,50,50,112,1000,0.112
327,20,50,60,93,1000,0.093
328,20,50,70,114,1000,0.114
329,20,50,80,94,1000,0.094
330,20,50,90,58,1000,0.058
331,35,50,10,46,1000,0.046
332,35,50,20,90,1000,0.09
333,35,50,30,106,1000,0.106
334,35,50,35,275,1000,0.275
335,35,50,40,131,1000,0.131
336,35,50,45,2,1000,0.002
337,35,50,50,115,1000,0.115
338,35,50,60,107,1000,0.107
339,35,50,70,115,1000,0.115
340,35,50,80,99,1000,0.099
341,35,50,90,67,1000,0.067
342,50,50,10,64,1000,0.064
343,50,50,20,38,1000,0.038
344,50,50,30,95,1000,0.095
345,50,50,35,111,1000,0.111
346,50,50,40,116,1000,0.116
347,50,50,45,54,1000,0.054
348,50,50,50,7,1000,0.007
349,50,50,60,112,1000,0.112
350,50,50,70,26,1000,0.026
351,50,50,80,150,1000,0.15
352,50,50,90,54,1000,0.054
353,65,50,10,52,1000,0.052
354,65,50,20,168,1000,0.168
355,65,50,30,61,1000,0.061
356,65,50,35,71,1000,0.071
357,65,50,40,155,1000,0.155
358,65,50,45,295,1000,0.295
359,65,50,50,107,1000,0.107
360,65,50,60,23,1000,0.023
361,65,50,70,106,1000,0.106
362,65,50,80,99,1000,0.099
363,65,50,90,58,1000,0.058
364,75,50,10,51,1000,0.051
365,75,50,20,184,1000,0.184
366,75,50,30,71,1000,0.071
367,75,50,35,366,1000,0.366
368,75,50,40,349,1000,0.349
369,75,50,45,169,1000,0.169
370,75,50,50,109,1000,0.109
371,75,50,60,485,1000,0.485
372,75,50,70,93,1000,0.093
373,75,50,80,101,1000,0.101
374,75,50,90,57,1000,0.057
375,90,50,10,57,1000,0.057
376,90,50,20,68,1000,0.068
377,90,50,30,82,1000,0.082
378,90,50,35,103,1000,0.103
379,90,50,40,306,1000,0.306
380,90,50,45,313,1000,0.313
381,90,50,50,30,1000,0.03
382,90,50,60,143,1000,0.143
383,90,50,70,361,1000,0.361
384,90,50,80,82,1000,0.082
385,90,50,90,59,1000,0.059
386,10,150,10,62,1000,0.062
387,10,150,20,69,1000,0.069
388,10,150,30,102,1000,0.102
389,10,150,35,275,1000,0.275
390,10,150,40,339,1000,0.339
391,10,150,45,127,1000,0.127
392,10,150,50,236,1000,0.236
393,10,150,60,129,1000,0.129
394,10,150,70,149,1000,0.149
395,10,150,80,69,1000,0.069
396,10,150,90,75,1000,0.075
397,20,150,10,51,1000,0.051
398,20,150,20,73,1000,0.073
399,20,150,30,118,1000,0.118
400,20,150,35,192,1000,0.192
401,20,150,40,112,1000,0.112
402,20,150,45,116,1000,0.116
403,20,150,50,139,1000,0.139
404,20,150,60,387,1000,0.387
405,20,150,70,84,1000,0.084
406,20,150,80,76,1000,0.076
407,20,150,90,47,1000,0.047
408,35,150,10,90,1000,0.09
409,35,150,20,83,1000,0.083
410,35,150,30,104,1000,0.104
411,35,150,35,112,1000,0.112
412,35,150,40,42,1000,0.042
413,35,150,45,793,1000,0.793
414,35,150,50,53,1000,0.053
415,35,150,60,400,1000,0.4
416,35,150,70,186,1000,0.186
417,35,150,80,70,1000,0.07
418,35,150,90,62,1000,0.062
419,50,150,10,59,1000,0.059
420,50,150,20,70,1000,0.07
421,50,150,30,98,1000,0.098
422,50,150,35,136,1000,0.136
423,50,150,40,259,1000,0.259
424,50,150,45,163,1000,0.163
425,50,150,50,99,1000,0.099
426,50,150,60,108,1000,0.108
427,50,150,70,79,1000,0.079
428,50,150,80,77,1000,0.077
429,50,150,90,69,1000,0.069
430,65,150,10,101,1000,0.101
431,65,150,20,147,1000,0.147
432,65,150,30,134,1000,0.134
433,65,150,35,300,1000,0.3
434,65,150,40,71,1000,0.071
435,65,150,45,145,1000,0.145
436,65,150,50,61,1000,0.061
437,65,150,60,109,1000,0.109
438,65,150,70,122,1000,0.122
439,65,150,80,96,1000,0.096
440,65,150,90,71,1000,0.071
441,75,150,10,69,1000,0.069
442,75,150,20,76,1000,0.076
443,75,150,30,223,1000,0.223
444,75,150,35,142,1000,0.142
445,75,150,40,117,1000,0.117
446,75,150,45,99,1000,0.099
447,75,150,50,109,1000,0.109
448,75,150,60,517,1000,0.517
449,75,150,70,119,1000,0.119
450,75,150,80,76,1000,0.076
451,75,150,90,69,1000,0.069
452,90,150,10,62,1000,0.062
453,90,150,20,85,1000,0.085
454,90,150,30,117,1000,0.117
455,90,150,35,67,1000,0.067
456,90,150,40,136,1000,0.136
457,90,150,45,221,1000,0.221
458,90,150,50,548,1000,0.548
459,90,150,60,312,1000,0.312
460,90,150,70,120,1000,0.12
461,90,150,80,107,1000,0.107
462,90,150,90,48,1000,0.048
463,10,300,10,40,1000,0.04
464,10,300,20,84,1000,0.084
465,10,300,30,85,1000,0.085
466,10,300,35,123,1000,0.123
467,10,300,40,97,1000,0.097
468,10,300,45,121,1000,0.121
469,10,300,50,94,1000,0.094
470,10,300,60,96,1000,0.096
471,10,300,70,10,1000,0.01
472,10,300,80,83,1000,0.083
473,10,300,90,64,1000,0.064
474,20,300,10,55,1000,0.055
475,20,300,20,81,1000,0.081
476,20,300,30,116,1000,0.116
477,20,300,35,132,1000,0.132
478,20,300,40,129,1000,0.129
479,20,300,45,621,1000,0.621
480,20,300,50,75,1000,0.075
481,20,300,60,199,1000,0.199
482,20,300,70,123,1000,0.123
483,20,300,80,82,1000,0.082
484,20,300,90,97,1000,0.097
485,35,300,10,66,1000,0.066
486,35,300,20,94,1000,0.094
487,35,300,30,476,1000,0.476
488,35,300,35,125,1000,0.125
489,35,300,40,732,1000,0.732
490,35,300,45,34,1000,0.034
491,35,300,50,220,1000,0.22
492,35,300,60,272,1000,0.272
493,35,300,70,103,1000,0.103
494,35,300,80,96,1000,0.096
495,35,300,90,59,1000,0.059
496,50,300,10,71,1000,0.071
497,50,300,20,77,1000,0.077
498,50,300,30,102,1000,0.102
499,50,300,35,168,1000,0.168
500,50,300,40,308,1000,0.308
501,50,300,45,0,1000,0
502,50,300,50,217,1000,0.217
503,50,300,60,226,1000,0.226
504,50,300,70,126,1000,0.126
505,50,300,80,83,1000,0.083
506,50,300,90,75,1000,0.075
507,65,300,10,60,1000,0.06
508,65,300,20,84,1000,0.084
509,65,300,30,147,1000,0.147
510,65,300,35,117,1000,0.117
511,65,300,40,171,1000,0.171
512,65,300,45,174,1000,0.174
513,65,300,50,153,1000,0.153
514,65,300,60,139,1000,0.139
515,65,300,70,121,1000,0.121
516,65,300,80,98,1000,0.098
517,65,300,90,66,1000,0.066
518,75,300,10,51,1000,0.051
519,75,300,20,107,1000,0.107
520,75,300,30,214,1000,0.214
521,75,300,35,154,1000,0.154
522,75,300,40,79,1000,0.079
523,75,300,45,182,1000,0.182
524,75,300,50,224,1000,0.224
525,75,300,60,210,1000,0.21
526,75,300,70,100,1000,0.1
527,75,300,80,97,1000,0.097
528,75,300,90,95,1000,0.095
529,90,300,10,80,1000,0.08
530,90,300,20,131,1000,0.131
531,90,300,30,116,1000,0.116
532,90,300,35,170,1000,0.17
533,90,300,40,112,1000,0.112
534,90,300,45,114,1000,0.114
535,90,300,50,596,1000,0.596
536,90,300,60,126,1000,0.126
537,90,300,70,238,1000,0.238
538,90,300,80,99,1000,0.099
539,90,300,90,163,1000,0.163
540,10,500,10,92,1000,0.092
541,10,500,20,46,1000,0.046
542,10,500,30,91,1000,0.091
543,10,500,35,86,1000,0.086
544,10,500,40,92,1000,0.092
545,10,500,45,177,1000,0.177
546,10,500,50,181,1000,0.181
547,10,500,60,166,1000,0.166
548,10,500,70,89,1000,0.089
549,10,500,80,75,1000,0.075
550,10,500,90,67,1000,0.067
551,20,500,10,42,1000,0.042
552,20,500,20,131,1000,0.131
553,20,500,30,147,1000,0.147
554,20,500,35,115,1000,0.115
555,20,500,40,114,1000,0.114
556,20,500,45,400,1000,0.4
557,20,500,50,176,1000,0.176
558,20,500,60,303,1000,0.303
559,20,500,70,130,1000,0.13
560,20,500,80,92,1000,0.092
561,20,500,90,50,1000,0.05
562,35,500,10,65,1000,0.065
563,35,500,20,211,1000,0.211
564,35,500,30,101,1000,0.101
565,35,500,35,70,1000,0.07
566,35,500,40,379,1000,0.379
567,35,500,45,89,1000,0.089
568,35,500,50,324,1000,0.324
569,35,500,60,74,1000,0.074
570,35,500,70,72,1000,0.072
571,35,500,80,72,1000,0.072
572,35,500,90,186,1000,0.186
573,50,500,10,70,1000,0.07
574,50,500,20,83,1000,0.083
575,50,500,30,455,1000,0.455
576,50,500,35,57,1000,0.057
577,50,500,40,949,1000,0.949
578,50,500,45,95,1000,0.095
579,50,500,50,442,1000,0.442
580,50,500,60,148,1000,0.148
581,50,500,70,155,1000,0.155
582,50,500,80,100,1000,0.1
583,50,500,90,83,1000,0.083
584,65,500,10,81,1000,0.081
585,65,500,20,98,1000,0.098
586,65,500,30,130,1000,0.13
587,65,500,35,136,1000,0.136
588,65,500,40,246,1000,0.246
589,65,500,45,147,1000,0.147
590,65,500,50,232,1000,0.232
591,65,500,60,70,1000,0.07
592,65,500,70,129,1000,0.129
593,65,500,80,80,1000,0.08
594,65,500,90,97,1000,0.097
595,75,500,10,100,1000,0.1
596,75,500,20,111,1000,0.111
597,75,500,30,192,1000,0.192
598,75,500,35,160,1000,0.16
599,75,500,40,242,1000,0.242
600,75,500,45,448,1000,0.448
601,75,500,50,91,1000,0.091
602,75,500,60,135,1000,0.135
603,75,500,70,125,1000,0.125
604,75,500,80,210,1000,0.21
605,75,500,90,104,1000,0.104
606,90,500,10,62,1000,0.062
607,90,500,20,145,1000,0.145
608,90,500,30,587,1000,0.587
609,90,500,35,216,1000,0.216
610,90,500,40,172,1000,0.172
611,90,500,45,313,1000,0.313
612,90,500,50,367,1000,0.367
613,90,500,60,314,1000,0.314
614,90,500,70,144,1000,0.144
615,90,500,80,119,1000,0.119
616,90,500,90,95,1000,0.095
617,10,50,10,73,1000,0.073
618,10,50,20,76,1000,0.076
619,10,50,30,104,1000,0.104
620,10,50,35,625,1000,0.625
621,10,50,40,89,1000,0.089
622,10,50,45,42,1000,0.042
623,10,50,50,156,1000,0.156
624,10,50,60,200,1000,0.2
625,10,50,70,122,1000,0.122
626,10,50,80,77,1000,0.077
627,10,50,90,50,1000,0.05
628,20,50,10,91,1000,0.091
629,20,50,20,70,1000,0.07
630,20,50,30,96,1000,0.096
631,20,50,35,98,1000,0.098
632,20,50,40,125,1000,0.125
633,20,50,45,279,1000,0.279
634,20,50,50,239,1000,0.239
635,20,50,60,11,1000,0.011
636,20,50,70,96,1000,0.096
637,20,50,80,117,1000,0.117
638,20,50,90,54,1000,0.054
639,35,50,10,65,1000,0.065
640,35,50,20,121,1000,0.121
641,35,50,30,11,1000,0.011
642,35,50,35,126,1000,0.126
643,35,50,40,234,1000,0.234
644,35,50,45,103,1000,0.103
645,35,50,50,119,1000,0.119
646,35,50,60,118,1000,0.118
647,35,50,70,134,1000,0.134
648,35,50,80,90,1000,0.09
649,35,50,90,53,1000,0.053
650,50,50,10,64,1000,0.064
651,50,50,20,78,1000,0.078
652,50,50,30,94,1000,0.094
653,50,50,35,238,1000,0.238
654,50,50,40,104,1000,0.104
655,50,50,45,57,1000,0.057
656,50,50,50,38,1000,0.038
657,50,50,60,138,1000,0.138
658,50,50,70,102,1000,0.102
659,50,50,80,69,1000,0.069
660,50,50,90,41,1000,0.041
661,65,50,10,42,1000,0.042
662,65,50,20,103,1000,0.103
663,65,50,30,16,1000,0.016
664,65,50,35,139,1000,0.139
665,65,50,40,123,1000,0.123
666,65,50,45,115,1000,0.115
667,65,50,50,596,1000,0.596
668,65,50,60,90,1000,0.09
669,65,50,70,91,1000,0.091
670,65,50,80,90,1000,0.09
671,65,50,90,61,1000,0.061
672,75,50,10,78,1000,0.078
673,75,50,20,90,1000,0.09
674,75,50,30,105,1000,0.105
675,75,50,35,99,1000,0.099
676,75,50,40,101,1000,0.101
677,75,50,45,83,1000,0.083
678,75,50,50,20,1000,0.02
679,75,50,60,58,1000,0.058
680,75,50,70,24,1000,0.024
681,75,50,80,79,1000,0.079
682,75,50,90,71,1000,0.071
683,90,50,10,218,1000,0.218
684,90,50,20,85,1000,0.085
685,90,50,30,107,1000,0.107
686,90,50,35,105,1000,0.105
687,90,50,40,78,1000,0.078
688,90,50,45,137,1000,0.137
689,90,50,50,130,1000,0.13
690,90,50,60,125,1000,0.125
691,90,50,70,159,1000,0.159
692,90,50,80,82,1000,0.082
693,90,50,90,72,1000,0.072
694,10,150,10,46,1000,0.046
695,10,150,20,73,1000,0.073
696,10,150,30,305,1000,0.305
697,10,150,35,50,1000,0.05
698,10,150,40,266,1000,0.266
699,10,150,45,468,1000,0.468
700,10,150,50,166,1000,0.166
701,10,150,60,118,1000,0.118
702,10,150,70,90,1000,0.09
703,10,150,80,84,1000,0.084
704,10,150,90,80,1000,0.08
705,20,150,10,94,1000,0.094
706,20,150,20,195,1000,0.195
707,20,150,30,54,1000,0.054
708,20,150,35,154,1000,0.154
709,20,150,40,253,1000,0.253
710,20,150,45,140,1000,0.14
711,20,150,50,770,1000,0.77
712,20,150,60,162,1000,0.162
713,20,150,70,95,1000,0.095
714,20,150,80,72,1000,0.072
715,20,150,90,53,1000,0.053
716,35,150,10,64,1000,0.064
717,35,150,20,101,1000,0.101
718,35,150,30,97,1000,0.097
719,35,150,35,88,1000,0.088
720,35,150,40,108,1000,0.108
721,35,150,45,701,1000,0.701
722,35,150,50,138,1000,0.138
723,35,150,60,160,1000,0.16
724,35,150,70,91,1000,0.091
725,35,150,80,87,1000,0.087
726,35,150,90,53,1000,0.053
727,50,150,10,65,1000,0.065
728,50,150,20,93,1000,0.093
729,50,150,30,118,1000,0.118
730,50,150,35,122,1000,0.122
731,50,150,40,131,1000,0.131
732,50,150,45,82,1000,0.082
733,50,150,50,80,1000,0.08
734,50,150,60,709,1000,0.709
735,50,150,70,77,1000,0.077
736,50,150,80,109,1000,0.109
737,50,150,90,73,1000,0.073
738,65,150,10,68,1000,0.068
739,65,150,20,92,1000,0.092
740,65,150,30,100,1000,0.1
741,65,150,35,122,1000,0.122
742,65,150,40,82,1000,0.082
743,65,150,45,103,1000,0.103
744,65,150,50,283,1000,0.283
745,65,150,60,140,1000,0.14
746,65,150,70,123,1000,0.123
747,65,150,80,68,1000,0.068
748,65,150,90,68,1000,0.068
749,75,150,10,101,1000,0.101
750,75,150,20,81,1000,0.081
751,75,150,30,125,1000,0.125
752,75,150,35,109,1000,0.109
753,75,150,40,120,1000,0.12
754,75,150,45,148,1000,0.148
755,75,150,50,77,1000,0.077
756,75,150,60,401,1000,0.401
757,75,150,70,120,1000,0.12
758,75,150,80,112,1000,0.112
759,75,150,90,69,1000,0.069
760,90,150,10,86,1000,0.086
761,90,150,20,117,1000,0.117
762,90,150,30,136,1000,0.136
763,90,150,35,212,1000,0.212
764,90,150,40,151,1000,0.151
765,90,150,45,90,1000,0.09
766,90,150,50,35,1000,0.035
767,90,150,60,132,1000,0.132
768,90,150,70,101,1000,0.101
769,90,150,80,84,1000,0.084
770,90,150,90,50,1000,0.05
771,10,300,10,65,1000,0.065
772,10,300,20,75,1000,0.075
773,10,300,30,127,1000,0.127
774,10,300,35,289,1000,0.289
775,10,300,40,114,1000,0.114
776,10,300,45,131,1000,0.131
777,10,300,50,113,1000,0.113
778,10,300,60,88,1000,0.088
779,10,300,70,58,1000,0.058
780,10,300,80,70,1000,0.07
781,10,300,90,51,1000,0.051
782,20,300,10,48,1000,0.048
783,20,300,20,109,1000,0.109
784,20,300,30,114,1000,0.114
785,20,300,35,116,1000,0.116
786,20,300,40,122,1000,0.122
787,20,300,45,115,1000,0.115
788,20,300,50,72,1000,0.072
789,20,300,60,134,1000,0.134
790,20,300,70,92,1000,0.092
791,20,300,80,74,1000,0.074
792,20,300,90,63,1000,0.063
793,35,300,10,54,1000,0.054
794,35,300,20,99,1000,0.099
795,35,300,30,914,1000,0.914
796,35,300,35,133,1000,0.133
797,35,300,40,49,1000,0.049
798,35,300,45,96,1000,0.096
799,35,300,50,192,1000,0.192
800,35,300,60,106,1000,0.106
801,35,300,70,122,1000,0.122
802,35,300,80,141,1000,0.141
803,35,300,90,55,1000,0.055
804,50,300,10,71,1000,0.071
805,50,300,20,99,1000,0.099
806,50,300,30,104,1000,0.104
807,50,300,35,118,1000,0.118
808,50,300,40,133,1000,0.133
809,50,300,45,542,1000,0.542
810,50,300,50,64,1000,0.064
811,50,300,60,139,1000,0.139
812,50,300,70,111,1000,0.111
813,50,300,80,86,1000,0.086
814,50,300,90,63,1000,0.063
815,65,300,10,69,1000,0.069
816,65,300,20,90,1000,0.09
817,65,300,30,146,1000,0.146
818,65,300,35,123,1000,0.123
819,65,300,40,302,1000,0.302
820,65,300,45,128,1000,0.128
821,65,300,50,149,1000,0.149
