run_number,initial_gamma,age_sd,deterministic_age,eq_step,max_steps,eq_percent
632,0.01,50,FALSE,97,1000,0.097
633,0.01,50,FALSE,80,1000,0.08
634,0.01,50,FALSE,44,1000,0.044
635,0.01,50,FALSE,80,1000,0.08
636,0.01,50,FALSE,106,1000,0.106
637,0.01,50,FALSE,94,1000,0.094
638,0.01,50,FALSE,63,1000,0.063
639,0.01,100,TRUE,50,1000,0.05
640,0.01,100,TRUE,89,1000,0.089
641,0.01,100,TRUE,184,1000,0.184
642,0.01,100,TRUE,401,1000,0.401
643,0.01,100,TRUE,43,1000,0.043
644,0.01,100,TRUE,126,1000,0.126
645,0.01,100,TRUE,475,1000,0.475
646,0.01,100,TRUE,102,1000,0.102
647,0.01,100,TRUE,29,1000,0.029
648,0.01,100,TRUE,75,1000,0.075
649,0.01,100,TRUE,56,1000,0.056
650,0.01,100,FALSE,53,1000,0.053
651,0.01,100,FALSE,85,1000,0.085
652,0.01,100,FALSE,56,1000,0.056
653,0.01,100,FALSE,127,1000,0.127
654,0.01,100,FALSE,144,1000,0.144
655,0.01,100,FALSE,134,1000,0.134
656,0.01,100,FALSE,385,1000,0.385
657,0.01,100,FALSE,149,1000,0.149
658,0.01,100,FALSE,112,1000,0.112
659,0.01,100,FALSE,79,1000,0.079
660,0.01,100,FALSE,61,1000,0.061
661,0.01,30,TRUE,64,1000,0.064
662,0.01,30,TRUE,149,1000,0.149
663,0.01,30,TRUE,117,1000,0.117
664,0.01,30,TRUE,0,1000,0
665,0.01,30,TRUE,109,1000,0.109
666,0.01,30,TRUE,122,1000,0.122
667,0.01,30,TRUE,121,1000,0.121
668,0.01,30,TRUE,384,1000,0.384
669,0.01,30,TRUE,108,1000,0.108
670,0.01,30,TRUE,79,1000,0.079
671,0.01,30,TRUE,55,1000,0.055
672,0.01,30,FALSE,66,1000,0.066
673,0.01,30,FALSE,98,1000,0.098
674,0.01,30,FALSE,171,1000,0.171
675,0.01,30,FALSE,142,1000,0.142
676,0.01,30,FALSE,148,1000,0.148
677,0.01,30,FALSE,126,1000,0.126
678,0.01,30,FALSE,156,1000,0.156
679,0.01,30,FALSE,14,1000,0.014
680,0.01,30,FALSE,124,1000,0.124
681,0.01,30,FALSE,90,1000,0.09
682,0.01,30,FALSE,41,1000,0.041
683,0.01,50,TRUE,51,1000,0.051
684,0.01,50,TRUE,73,1000,0.073
685,0.01,50,TRUE,87,1000,0.087
686,0.01,50,TRUE,167,1000,0.167
687,0.01,50,TRUE,67,1000,0.067
688,0.01,50,TRUE,353,1000,0.353
689,0.01,50,TRUE,205,1000,0.205
690,0.01,50,TRUE,71,1000,0.071
691,0.01,50,TRUE,126,1000,0.126
692,0.01,50,TRUE,88,1000,0.088
693,0.01,50,TRUE,58,1000,0.058
694,0.01,50,FALSE,54,1000,0.054
695,0.01,50,FALSE,50,1000,0.05
696,0.01,50,FALSE,110,1000,0.11
697,0.01,50,FALSE,101,1000,0.101
698,0.01,50,FALSE,117,1000,0.117
699,0.01,50,FALSE,70,1000,0.07
700,0.01,50,FALSE,582,1000,0.582
701,0.01,50,FALSE,216,1000,0.216
702,0.01,50,FALSE,123,1000,0.123
703,0.01,50,FALSE,77,1000,0.077
704,0.01,50,FALSE,75,1000,0.075
705,0.01,100,TRUE,60,1000,0.06
706,0.01,100,TRUE,102,1000,0.102
707,0.01,100,TRUE,98,1000,0.098
708,0.01,100,TRUE,207,1000,0.207
709,0.01,100,TRUE,139,1000,0.139
710,0.01,100,TRUE,128,1000,0.128
711,0.01,100,TRUE,106,1000,0.106
712,0.01,100,TRUE,559,1000,0.559
713,0.01,100,TRUE,98,1000,0.098
714,0.01,100,TRUE,106,1000,0.106
715,0.01,100,TRUE,59,1000,0.059
716,0.01,100,FALSE,69,1000,0.069
717,0.01,100,FALSE,94,1000,0.094
718,0.01,100,FALSE,103,1000,0.103
719,0.01,100,FALSE,146,1000,0.146
720,0.01,100,FALSE,102,1000,0.102
721,0.01,100,FALSE,136,1000,0.136
722,0.01,100,FALSE,14,1000,0.014
723,0.01,100,FALSE,118,1000,0.118
724,0.01,100,FALSE,126,1000,0.126
725,0.01,100,FALSE,106,1000,0.106
726,0.01,100,FALSE,54,1000,0.054
727,0.01,30,TRUE,51,1000,0.051
728,0.01,30,TRUE,96,1000,0.096
729,0.01,30,TRUE,117,1000,0.117
730,0.01,30,TRUE,58,1000,0.058
731,0.01,30,TRUE,568,1000,0.568
732,0.01,30,TRUE,74,1000,0.074
733,0.01,30,TRUE,173,1000,0.173
734,0.01,30,TRUE,44,1000,0.044
735,0.01,30,TRUE,82,1000,0.082
736,0.01,30,TRUE,85,1000,0.085
737,0.01,30,TRUE,115,1000,0.115
738,0.01,30,FALSE,57,1000,0.057
739,0.01,30,FALSE,80,1000,0.08
740,0.01,30,FALSE,380,1000,0.38
741,0.01,30,FALSE,82,1000,0.082
742,0.01,30,FALSE,97,1000,0.097
743,0.01,30,FALSE,30,1000,0.03
744,0.01,30,FALSE,79,1000,0.079
745,0.01,30,FALSE,341,1000,0.341
746,0.01,30,FALSE,97,1000,0.097
747,0.01,30,FALSE,76,1000,0.076
748,0.01,30,FALSE,57,1000,0.057
749,0.01,50,TRUE,51,1000,0.051
750,0.01,50,TRUE,79,1000,0.079
751,0.01,50,TRUE,172,1000,0.172
752,0.01,50,TRUE,288,1000,0.288
753,0.01,50,TRUE,370,1000,0.37
754,0.01,50,TRUE,98,1000,0.098
755,0.01,50,TRUE,149,1000,0.149
756,0.01,50,TRUE,135,1000,0.135
757,0.01,50,TRUE,78,1000,0.078
758,0.01,50,TRUE,100,1000,0.1
759,0.01,50,TRUE,73,1000,0.073
760,0.01,50,FALSE,62,1000,0.062
761,0.01,50,FALSE,115,1000,0.115
762,0.01,50,FALSE,80,1000,0.08
763,0.01,50,FALSE,225,1000,0.225
764,0.01,50,FALSE,196,1000,0.196
765,0.01,50,FALSE,94,1000,0.094
766,0.01,50,FALSE,154,1000,0.154
767,0.01,50,FALSE,54,1000,0.054
768,0.01,50,FALSE,181,1000,0.181
769,0.01,50,FALSE,107,1000,0.107
770,0.01,50,FALSE,57,1000,0.057
771,0.01,100,TRUE,60,1000,0.06
772,0.01,100,TRUE,93,1000,0.093
773,0.01,100,TRUE,146,1000,0.146
774,0.01,100,TRUE,32,1000,0.032
775,0.01,100,TRUE,90,1000,0.09
776,0.01,100,TRUE,98,1000,0.098
777,0.01,100,TRUE,131,1000,0.131
778,0.01,100,TRUE,102,1000,0.102
779,0.01,100,TRUE,54,1000,0.054
780,0.01,100,TRUE,78,1000,0.078
781,0.01,100,TRUE,73,1000,0.073
782,0.01,100,FALSE,70,1000,0.07
783,0.01,100,FALSE,534,1000,0.534
784,0.01,100,FALSE,319,1000,0.319
785,0.01,100,FALSE,120,1000,0.12
786,0.01,100,FALSE,18,1000,0.018
787,0.01,100,FALSE,134,1000,0.134
788,0.01,100,FALSE,143,1000,0.143
789,0.01,100,FALSE,227,1000,0.227
790,0.01,100,FALSE,13,1000,0.013
791,0.01,100,FALSE,71,1000,0.071
792,0.01,100,FALSE,56,1000,0.056
793,0.01,30,TRUE,57,1000,0.057
794,0.01,30,TRUE,93,1000,0.093
795,0.01,30,TRUE,63,1000,0.063
796,0.01,30,TRUE,224,1000,0.224
797,0.01,30,TRUE,148,1000,0.148
798,0.01,30,TRUE,182,1000,0.182
799,0.01,30,TRUE,107,1000,0.107
800,0.01,30,TRUE,69,1000,0.069
801,0.01,30,TRUE,121,1000,0.121
802,0.01,30,TRUE,98,1000,0.098
803,0.01,30,TRUE,56,1000,0.056
804,0.01,30,FALSE,76,1000,0.076
805,0.01,30,FALSE,83,1000,0.083
806,0.01,30,FALSE,88,1000,0.088
807,0.01,30,FALSE,187,1000,0.187
808,0.01,30,FALSE,89,1000,0.089
809,0.01,30,FALSE,126,1000,0.126
810,0.01,30,FALSE,345,1000,0.345
811,0.01,30,FALSE,152,1000,0.152
812,0.01,30,FALSE,107,1000,0.107
813,0.01,30,FALSE,88,1000,0.088
814,0.01,30,FALSE,160,1000,0.16
815,0.01,50,TRUE,68,1000,0.068
816,0.01,50,TRUE,267,1000,0.267
817,0.01,50,TRUE,97,1000,0.097
818,0.01,50,TRUE,114,1000,0.114
819,0.01,50,TRUE,210,1000,0.21
820,0.01,50,TRUE,130,1000,0.13
821,0.01,50,TRUE,116,1000,0.116
822,0.01,50,TRUE,131,1000,0.131
823,0.01,50,TRUE,120,1000,0.12
824,0.01,50,TRUE,223,1000,0.223
825,0.01,50,TRUE,51,1000,0.051
826,0.01,50,FALSE,48,1000,0.048
827,0.01,50,FALSE,71,1000,0.071
828,0.01,50,FALSE,117,1000,0.117
829,0.01,50,FALSE,89,1000,0.089
830,0.01,50,FALSE,96,1000,0.096
831,0.01,50,FALSE,263,1000,0.263
832,0.01,50,FALSE,124,1000,0.124
833,0.01,50,FALSE,117,1000,0.117
834,0.01,50,FALSE,122,1000,0.122
835,0.01,50,FALSE,47,1000,0.047
836,0.01,50,FALSE,58,1000,0.058
837,0.01,100,TRUE,58,1000,0.058
838,0.01,100,TRUE,88,1000,0.088
839,0.01,100,TRUE,300,1000,0.3
840,0.01,100,TRUE,122,1000,0.122
841,0.01,100,TRUE,97,1000,0.097
842,0.01,100,TRUE,131,1000,0.131
843,0.01,100,TRUE,303,1000,0.303
844,0.01,100,TRUE,67,1000,0.067
845,0.01,100,TRUE,103,1000,0.103
846,0.01,100,TRUE,122,1000,0.122
847,0.01,100,TRUE,68,1000,0.068
848,0.01,100,FALSE,75,1000,0.075
849,0.01,100,FALSE,72,1000,0.072
850,0.01,100,FALSE,0,1000,0
851,0.01,100,FALSE,355,1000,0.355
852,0.01,100,FALSE,0,1000,0
853,0.01,100,FALSE,264,1000,0.264
854,0.01,100,FALSE,934,1000,0.934
855,0.01,100,FALSE,164,1000,0.164
856,0.01,100,FALSE,189,1000,0.189
857,0.01,100,FALSE,78,1000,0.078
858,0.01,100,FALSE,51,1000,0.051
859,0.01,30,TRUE,50,1000,0.05
860,0.01,30,TRUE,100,1000,0.1
861,0.01,30,TRUE,61,1000,0.061
862,0.01,30,TRUE,127,1000,0.127
863,0.01,30,TRUE,113,1000,0.113
864,0.01,30,TRUE,146,1000,0.146
865,0.01,30,TRUE,488,1000,0.488
866,0.01,30,TRUE,99,1000,0.099
867,0.01,30,TRUE,108,1000,0.108
868,0.01,30,TRUE,93,1000,0.093
869,0.01,30,TRUE,68,1000,0.068
870,0.01,30,FALSE,54,1000,0.054
871,0.01,30,FALSE,64,1000,0.064
872,0.01,30,FALSE,80,1000,0.08
873,0.01,30,FALSE,26,1000,0.026
874,0.01,30,FALSE,198,1000,0.198
875,0.01,30,FALSE,174,1000,0.174
876,0.01,30,FALSE,101,1000,0.101
877,0.01,30,FALSE,526,1000,0.526
878,0.01,30,FALSE,87,1000,0.087
879,0.01,30,FALSE,125,1000,0.125
880,0.01,30,FALSE,63,1000,0.063
881,0.01,50,TRUE,55,1000,0.055
882,0.01,50,TRUE,132,1000,0.132
883,0.01,50,TRUE,122,1000,0.122
884,0.01,50,TRUE,76,1000,0.076
885,0.01,50,TRUE,135,1000,0.135
886,0.01,50,TRUE,353,1000,0.353
887,0.01,50,TRUE,477,1000,0.477
888,0.01,50,TRUE,42,1000,0.042
889,0.01,50,TRUE,81,1000,0.081
890,0.01,50,TRUE,84,1000,0.084
891,0.01,50,TRUE,48,1000,0.048
892,0.01,50,FALSE,62,1000,0.062
893,0.01,50,FALSE,84,1000,0.084
894,0.01,50,FALSE,73,1000,0.073
895,0.01,50,FALSE,41,1000,0.041
896,0.01,50,FALSE,113,1000,0.113
897,0.01,50,FALSE,167,1000,0.167
898,0.01,50,FALSE,180,1000,0.18
899,0.01,50,FALSE,108,1000,0.108
900,0.01,50,FALSE,252,1000,0.252
901,0.01,50,FALSE,73,1000,0.073
902,0.01,50,FALSE,57,1000,0.057
903,0.01,100,TRUE,55,1000,0.055
904,0.01,100,TRUE,78,1000,0.078
905,0.01,100,TRUE,111,1000,0.111
906,0.01,100,TRUE,97,1000,0.097
907,0.01,100,TRUE,120,1000,0.12
908,0.01,100,TRUE,21,1000,0.021
909,0.01,100,TRUE,378,1000,0.378
910,0.01,100,TRUE,106,1000,0.106
911,0.01,100,TRUE,445,1000,0.445
912,0.01,100,TRUE,117,1000,0.117
913,0.01,100,TRUE,48,1000,0.048
914,0.01,100,FALSE,73,1000,0.073
915,0.01,100,FALSE,84,1000,0.084
916,0.01,100,FALSE,101,1000,0.101
917,0.01,100,FALSE,155,1000,0.155
918,0.01,100,FALSE,56,1000,0.056
919,0.01,100,FALSE,174,1000,0.174
920,0.01,100,FALSE,207,1000,0.207
921,0.01,100,FALSE,129,1000,0.129
922,0.01,100,FALSE,43,1000,0.043
923,0.01,100,FALSE,108,1000,0.108
924,0.01,100,FALSE,43,1000,0.043
925,0.01,30,TRUE,54,1000,0.054
926,0.01,30,TRUE,66,1000,0.066
927,0.01,30,TRUE,127,1000,0.127
928,0.01,30,TRUE,115,1000,0.115
929,0.01,30,TRUE,141,1000,0.141
930,0.01,30,TRUE,162,1000,0.162
931,0.01,30,TRUE,55,1000,0.055
932,0.01,30,TRUE,57,1000,0.057
933,0.01,30,TRUE,110,1000,0.11
934,0.01,30,TRUE,148,1000,0.148
935,0.01,30,TRUE,75,1000,0.075
936,0.01,30,FALSE,107,1000,0.107
937,0.01,30,FALSE,157,1000,0.157
938,0.01,30,FALSE,89,1000,0.089
939,0.01,30,FALSE,76,1000,0.076
940,0.01,30,FALSE,95,1000,0.095
941,0.01,30,FALSE,36,1000,0.036
942,0.01,30,FALSE,60,1000,0.06
943,0.01,30,FALSE,47,1000,0.047
944,0.01,30,FALSE,91,1000,0.091
945,0.01,30,FALSE,72,1000,0.072
946,0.01,30,FALSE,69,1000,0.069
947,0.01,50,TRUE,64,1000,0.064
948,0.01,50,TRUE,43,1000,0.043
949,0.01,50,TRUE,75,1000,0.075
950,0.01,50,TRUE,168,1000,0.168
951,0.01,50,TRUE,139,1000,0.139
952,0.01,50,TRUE,30,1000,0.03
953,0.01,50,TRUE,146,1000,0.146
954,0.01,50,TRUE,91,1000,0.091
955,0.01,50,TRUE,116,1000,0.116
956,0.01,50,TRUE,16,1000,0.016
957,0.01,50,TRUE,58,1000,0.058
958,0.01,50,FALSE,66,1000,0.066
959,0.01,50,FALSE,80,1000,0.08
960,0.01,50,FALSE,0,1000,0
961,0.01,50,FALSE,108,1000,0.108
962,0.01,50,FALSE,101,1000,0.101
963,0.01,50,FALSE,111,1000,0.111
964,0.01,50,FALSE,140,1000,0.14
965,0.01,50,FALSE,120,1000,0.12
966,0.01,50,FALSE,103,1000,0.103
967,0.01,50,FALSE,80,1000,0.08
968,0.01,50,FALSE,52,1000,0.052
969,0.01,100,TRUE,49,1000,0.049
970,0.01,100,TRUE,99,1000,0.099
971,0.01,100,TRUE,117,1000,0.117
972,0.01,100,TRUE,20,1000,0.02
973,0.01,100,TRUE,107,1000,0.107
974,0.01,100,TRUE,8,1000,0.008
975,0.01,100,TRUE,0,1000,0
976,0.01,100,TRUE,363,1000,0.363
977,0.01,100,TRUE,77,1000,0.077
978,0.01,100,TRUE,103,1000,0.103
979,0.01,100,TRUE,61,1000,0.061
980,0.01,100,FALSE,50,1000,0.05
981,0.01,100,FALSE,82,1000,0.082
982,0.01,100,FALSE,106,1000,0.106
983,0.01,100,FALSE,236,1000,0.236
984,0.01,100,FALSE,157,1000,0.157
985,0.01,100,FALSE,129,1000,0.129
986,0.01,100,FALSE,133,1000,0.133
987,0.01,100,FALSE,161,1000,0.161
988,0.01,100,FALSE,260,1000,0.26
989,0.01,100,FALSE,88,1000,0.088
990,0.01,100,FALSE,48,1000,0.048
991,0.01,30,TRUE,95,1000,0.095
992,0.01,30,TRUE,79,1000,0.079
993,0.01,30,TRUE,72,1000,0.072
994,0.01,30,TRUE,585,1000,0.585
995,0.01,30,TRUE,113,1000,0.113
996,0.01,30,TRUE,110,1000,0.11
997,0.01,30,TRUE,222,1000,0.222
998,0.01,30,TRUE,121,1000,0.121
999,0.01,30,TRUE,74,1000,0.074
1000,0.01,30,TRUE,75,1000,0.075
1001,0.01,30,TRUE,43,1000,0.043
1002,0.01,30,FALSE,51,1000,0.051
1003,0.01,30,FALSE,90,1000,0.09
1004,0.01,30,FALSE,99,1000,0.099
1005,0.01,30,FALSE,132,1000,0.132
1006,0.01,30,FALSE,62,1000,0.062
1007,0.01,30,FALSE,163,1000,0.163
1008,0.01,30,FALSE,57,1000,0.057
1009,0.01,30,FALSE,137,1000,0.137
1010,0.01,30,FALSE,318,1000,0.318
1011,0.01,30,FALSE,199,1000,0.199
1012,0.01,30,FALSE,52,1000,0.052
1013,0.01,50,TRUE,49,1000,0.049
1014,0.01,50,TRUE,88,1000,0.088
1015,0.01,50,TRUE,114,1000,0.114
1016,0.01,50,TRUE,90,1000,0.09
1017,0.01,50,TRUE,87,1000,0.087
1018,0.01,50,TRUE,123,1000,0.123
1019,0.01,50,TRUE,541,1000,0.541
1020,0.01,50,TRUE,87,1000,0.087
1021,0.01,50,TRUE,90,1000,0.09
1022,0.01,50,TRUE,69,1000,0.069
1023,0.01,50,TRUE,55,1000,0.055
1024,0.01,50,FALSE,72,1000,0.072
1025,0.01,50,FALSE,65,1000,0.065
1026,0.01,50,FALSE,100,1000,0.1
1027,0.01,50,FALSE,188,1000,0.188
1028,0.01,50,FALSE,126,1000,0.126
1029,0.01,50,FALSE,86,1000,0.086
1030,0.01,50,FALSE,149,1000,0.149
1031,0.01,50,FALSE,625,1000,0.625
1032,0.01,50,FALSE,153,1000,0.153
1033,0.01,50,FALSE,73,1000,0.073
1034,0.01,50,FALSE,58,1000,0.058
1035,0.01,100,TRUE,42,1000,0.042
1036,0.01,100,TRUE,109,1000,0.109
1037,0.01,100,TRUE,110,1000,0.11
1038,0.01,100,TRUE,100,1000,0.1
1039,0.01,100,TRUE,137,1000,0.137
1040,0.01,100,TRUE,549,1000,0.549
1041,0.01,100,TRUE,39,1000,0.039
1042,0.01,100,TRUE,313,1000,0.313
1043,0.01,100,TRUE,201,1000,0.201
1044,0.01,100,TRUE,85,1000,0.085
1045,0.01,100,TRUE,61,1000,0.061
1046,0.01,100,FALSE,51,1000,0.051
1047,0.01,100,FALSE,46,1000,0.046
1048,0.01,100,FALSE,98,1000,0.098
1049,0.01,100,FALSE,123,1000,0.123
1050,0.01,100,FALSE,96,1000,0.096
1051,0.01,100,FALSE,64,1000,0.064
1052,0.01,100,FALSE,85,1000,0.085
1053,0.01,100,FALSE,568,1000,0.568
1054,0.01,100,FALSE,101,1000,0.101
1055,0.01,100,FALSE,97,1000,0.097
1056,0.01,100,FALSE,54,1000,0.054
1057,0.01,30,TRUE,46,1000,0.046
1058,0.01,30,TRUE,69,1000,0.069
1059,0.01,30,TRUE,97,1000,0.097
1060,0.01,30,TRUE,129,1000,0.129
1061,0.01,30,TRUE,106,1000,0.106
1062,0.01,30,TRUE,366,1000,0.366
1063,0.01,30,TRUE,145,1000,0.145
1064,0.01,30,TRUE,95,1000,0.095
1065,0.01,30,TRUE,113,1000,0.113
1066,0.01,30,TRUE,82,1000,0.082
1067,0.01,30,TRUE,49,1000,0.049
1068,0.01,30,FALSE,58,1000,0.058
1069,0.01,30,FALSE,133,1000,0.133
1070,0.01,30,FALSE,154,1000,0.154
1071,0.01,30,FALSE,103,1000,0.103
1072,0.01,30,FALSE,115,1000,0.115
1073,0.01,30,FALSE,368,1000,0.368
1074,0.01,30,FALSE,134,1000,0.134
1075,0.01,30,FALSE,97,1000,0.097
1076,0.01,30,FALSE,95,1000,0.095
1077,0.01,30,FALSE,71,1000,0.071
1078,0.01,30,FALSE,59,1000,0.059
1079,0.01,50,TRUE,63,1000,0.063
1080,0.01,50,TRUE,76,1000,0.076
1081,0.01,50,TRUE,92,1000,0.092
1082,0.01,50,TRUE,92,1000,0.092
1083,0.01,50,TRUE,0,1000,0
1084,0.01,50,TRUE,118,1000,0.118
1085,0.01,50,TRUE,19,1000,0.019
1086,0.01,50,TRUE,128,1000,0.128
1087,0.01,50,TRUE,120,1000,0.12
1088,0.01,50,TRUE,88,1000,0.088
1089,0.01,50,TRUE,66,1000,0.066
1090,0.01,50,FALSE,63,1000,0.063
1091,0.01,50,FALSE,194,1000,0.194
1092,0.01,50,FALSE,86,1000,0.086
1093,0.01,50,FALSE,114,1000,0.114
1094,0.01,50,FALSE,187,1000,0.187
1095,0.01,50,FALSE,87,1000,0.087
1096,0.01,50,FALSE,0,1000,0
1097,0.01,50,FALSE,128,1000,0.128
1098,0.01,50,FALSE,71,1000,0.071
1099,0.01,50,FALSE,106,1000,0.106
1100,0.01,50,FALSE,52,1000,0.052
1101,0.01,100,TRUE,60,1000,0.06
1102,0.01,100,TRUE,170,1000,0.17
1103,0.01,100,TRUE,87,1000,0.087
1104,0.01,100,TRUE,148,1000,0.148
1105,0.01,100,TRUE,160,1000,0.16
1106,0.01,100,TRUE,83,1000,0.083
1107,0.01,100,TRUE,227,1000,0.227
1108,0.01,100,TRUE,96,1000,0.096
1109,0.01,100,TRUE,90,1000,0.09
1110,0.01,100,TRUE,81,1000,0.081
1111,0.01,100,TRUE,64,1000,0.064
1112,0.01,100,FALSE,55,1000,0.055
1113,0.01,100,FALSE,108,1000,0.108
1114,0.01,100,FALSE,99,1000,0.099
1115,0.01,100,FALSE,30,1000,0.03
1116,0.01,100,FALSE,146,1000,0.146
1117,0.01,100,FALSE,162,1000,0.162
1118,0.01,100,FALSE,104,1000,0.104
1119,0.01,100,FALSE,140,1000,0.14
1120,0.01,100,FALSE,177,1000,0.177
1121,0.01,100,FALSE,77,1000,0.077
1122,0.01,100,FALSE,52,1000,0.052
1123,0.01,30,TRUE,53,1000,0.053
1124,0.01,30,TRUE,104,1000,0.104
1125,0.01,30,TRUE,57,1000,0.057
1126,0.01,30,TRUE,80,1000,0.08
1127,0.01,30,TRUE,78,1000,0.078
1128,0.01,30,TRUE,13,1000,0.013
1129,0.01,30,TRUE,7,1000,0.007
1130,0.01,30,TRUE,126,1000,0.126
1131,0.01,30,TRUE,185,1000,0.185
1132,0.01,30,TRUE,79,1000,0.079
1133,0.01,30,TRUE,52,1000,0.052
1134,0.01,30,FALSE,56,1000,0.056
1135,0.01,30,FALSE,75,1000,0.075
1136,0.01,30,FALSE,105,1000,0.105
1137,0.01,30,FALSE,123,1000,0.123
1138,0.01,30,FALSE,108,1000,0.108
1139,0.01,30,FALSE,553,1000,0.553
1140,0.01,30,FALSE,115,1000,0.115
1141,0.01,30,FALSE,117,1000,0.117
1142,0.01,30,FALSE,77,1000,0.077
1143,0.01,30,FALSE,71,1000,0.071
1144,0.01,30,FALSE,61,1000,0.061
1145,0.01,50,TRUE,66,1000,0.066
1146,0.01,50,TRUE,69,1000,0.069
1147,0.01,50,TRUE,85,1000,0.085
1148,0.01,50,TRUE,96,1000,0.096
1149,0.01,50,TRUE,107,1000,0.107
1150,0.01,50,TRUE,165,1000,0.165
1151,0.01,50,TRUE,401,1000,0.401
1152,0.01,50,TRUE,28,1000,0.028
1153,0.01,50,TRUE,68,1000,0.068
1154,0.01,50,TRUE,70,1000,0.07
1155,0.01,50,TRUE,61,1000,0.061
1156,0.01,50,FALSE,81,1000,0.081
1157,0.01,50,FALSE,70,1000,0.07
1158,0.01,50,FALSE,125,1000,0.125
1159,0.01,50,FALSE,100,1000,0.1
1160,0.01,50,FALSE,93,1000,0.093
1161,0.01,50,FALSE,115,1000,0.115
1162,0.01,50,FALSE,117,1000,0.117
1163,0.01,50,FALSE,107,1000,0.107
1164,0.01,50,FALSE,116,1000,0.116
1165,0.01,50,FALSE,106,1000,0.106
1166,0.01,50,FALSE,56,1000,0.056
1167,0.01,100,TRUE,64,1000,0.064
1168,0.01,100,TRUE,89,1000,0.089
1169,0.01,100,TRUE,81,1000,0.081
1170,0.01,100,TRUE,90,1000,0.09
1171,0.01,100,TRUE,96,1000,0.096
1172,0.01,100,TRUE,325,1000,0.325
1173,0.01,100,TRUE,116,1000,0.116
1174,0.01,100,TRUE,121,1000,0.121
1175,0.01,100,TRUE,173,1000,0.173
1176,0.01,100,TRUE,831,1000,0.831
1177,0.01,100,TRUE,64,1000,0.064
1178,0.01,100,FALSE,56,1000,0.056
1179,0.01,100,FALSE,138,1000,0.138
1180,0.01,100,FALSE,149,1000,0.149
1181,0.01,100,FALSE,157,1000,0.157
1182,0.01,100,FALSE,119,1000,0.119
1183,0.01,100,FALSE,176,1000,0.176
1184,0.01,100,FALSE,84,1000,0.084
1185,0.01,100,FALSE,307,1000,0.307
1186,0.01,100,FALSE,64,1000,0.064
1187,0.01,100,FALSE,74,1000,0.074
1188,0.01,100,FALSE,80,1000,0.08
1189,0.01,30,TRUE,52,1000,0.052
1190,0.01,30,TRUE,38,1000,0.038
1191,0.01,30,TRUE,69,1000,0.069
1192,0.01,30,TRUE,76,1000,0.076
1193,0.01,30,TRUE,46,1000,0.046
1194,0.01,30,TRUE,121,1000,0.121
1195,0.01,30,TRUE,20,1000,0.02
1196,0.01,30,TRUE,11,1000,0.011
1197,0.01,30,TRUE,97,1000,0.097
1198,0.01,30,TRUE,94,1000,0.094
1199,0.01,30,TRUE,57,1000,0.057
1200,0.01,30,FALSE,80,1000,0.08
1201,0.01,30,FALSE,77,1000,0.077
1202,0.01,30,FALSE,106,1000,0.106
1203,0.01,30,FALSE,80,1000,0.08
1204,0.01,30,FALSE,145,1000,0.145
1205,0.01,30,FALSE,120,1000,0.12
1206,0.01,30,FALSE,297,1000,0.297
1207,0.01,30,FALSE,42,1000,0.042
1208,0.01,30,FALSE,118,1000,0.118
1209,0.01,30,FALSE,79,1000,0.079
1210,0.01,30,FALSE,51,1000,0.051
1211,0.01,50,TRUE,49,1000,0.049
1212,0.01,50,TRUE,116,1000,0.116
1213,0.01,50,TRUE,55,1000,0.055
1214,0.01,50,TRUE,168,1000,0.168
1215,0.01,50,TRUE,86,1000,0.086
1216,0.01,50,TRUE,298,1000,0.298
1217,0.01,50,TRUE,147,1000,0.147
1218,0.01,50,TRUE,82,1000,0.082
1219,0.01,50,TRUE,152,1000,0.152
1220,0.01,50,TRUE,105,1000,0.105
1221,0.01,50,TRUE,58,1000,0.058
1222,0.01,50,FALSE,60,1000,0.06
1223,0.01,50,FALSE,85,1000,0.085
1224,0.01,50,FALSE,436,1000,0.436
1225,0.01,50,FALSE,138,1000,0.138
1226,0.01,50,FALSE,177,1000,0.177
1227,0.01,50,FALSE,111,1000,0.111
1228,0.01,50,FALSE,249,1000,0.249
1229,0.01,50,FALSE,532,1000,0.532
1230,0.01,50,FALSE,104,1000,0.104
1231,0.01,50,FALSE,160,1000,0.16
1232,0.01,50,FALSE,60,1000,0.06
1233,0.01,100,TRUE,66,1000,0.066
1234,0.01,100,TRUE,67,1000,0.067
1235,0.01,100,TRUE,86,1000,0.086
1236,0.01,100,TRUE,95,1000,0.095
1237,0.01,100,TRUE,447,1000,0.447
1238,0.01,100,TRUE,222,1000,0.222
1239,0.01,100,TRUE,16,1000,0.016
1240,0.01,100,TRUE,63,1000,0.063
1241,0.01,100,TRUE,84,1000,0.084
1242,0.01,100,TRUE,137,1000,0.137
1243,0.01,100,TRUE,57,1000,0.057
1244,0.01,100,FALSE,72,1000,0.072
1245,0.01,100,FALSE,80,1000,0.08
1246,0.01,100,FALSE,584,1000,0.584
1247,0.01,100,FALSE,101,1000,0.101
1248,0.01,100,FALSE,111,1000,0.111
1249,0.01,100,FALSE,115,1000,0.115
1250,0.01,100,FALSE,251,1000,0.251
1251,0.01,100,FALSE,141,1000,0.141
1252,0.01,100,FALSE,219,1000,0.219
1253,0.01,100,FALSE,80,1000,0.08
1254,0.01,100,FALSE,48,1000,0.048
